date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,191.13,3.208,73.0,53.75,34.0,14.739,9.083,11.375,2.292,,0.0,3.333,,109.0,64.542,20.0,205.87
2011-01-02,184.652,2.478,74.0,52.083,35.0,8.174,2.542,3.125,0.583,,0.0,3.583,,114.0,71.125,42.0,192.826
2011-01-03,183.478,1.958,60.0,45.25,32.0,6.87,3.083,3.792,0.708,,0.0,2.833,,95.0,60.083,37.0,190.348
2011-01-04,186.304,3.125,65.0,48.375,39.0,8.217,3.333,4.333,1.0,,0.0,6.667,,83.0,56.125,22.0,194.522
2011-01-05,186.087,2.667,76.0,54.708,35.0,8.174,4.458,5.958,1.5,,0.0,3.125,,74.0,39.458,14.0,194.261
2011-01-06,185.609,2.609,65.0,53.0,48.0,9.348,8.0,10.292,2.292,,0.0,3.0,,88.0,53.208,20.0,194.957
2011-01-07,184.957,1.917,73.0,44.625,27.0,7.13,3.333,4.333,1.0,,0.0,2.667,,87.0,54.875,32.0,192.087
2011-01-08,185.261,2.042,50.0,40.208,29.0,6.913,2.792,3.542,0.75,,0.0,2.375,,94.0,52.667,25.0,192.174
2011-01-09,185.522,2.458,64.0,51.75,41.0,10.087,5.292,6.542,1.25,,0.0,3.667,,112.0,69.125,26.0,195.609
2011-01-10,184.696,2.522,66.0,52.125,37.0,11.478,9.625,11.875,2.25,,0.0,3.609,,115.0,74.708,41.0,196.174
2011-01-11,184.739,2.5,60.0,49.958,30.0,10.652,9.792,12.042,2.25,,0.0,4.208,,101.0,69.167,31.0,195.391
2011-01-12,184.783,1.833,51.0,35.333,24.0,6.913,4.792,5.917,1.125,,0.0,2.583,,81.0,36.958,0.0,191.696
2011-01-13,185.304,2.833,66.0,53.917,41.0,12.87,10.792,13.708,2.917,,0.0,3.875,,88.0,54.292,15.0,198.174
2011-01-14,186.826,3.043,69.0,54.875,37.0,10.522,6.417,8.083,1.667,,0.0,5.083,,89.0,60.917,41.0,197.348
2011-01-15,184.783,1.917,69.0,55.792,40.0,8.348,3.5,4.583,1.083,,0.0,3.125,,83.0,60.583,38.0,193.13
2011-01-16,189.957,4.083,91.0,57.542,41.0,20.652,17.375,25.708,8.333,,3.0,3.792,,88.0,61.708,23.0,210.609
2011-01-17,188.348,4.125,99.0,84.292,61.0,21.609,18.739,28.87,10.13,,8.0,2.708,,81.0,37.083,12.0,209.957
2011-01-18,188.696,4.087,83.0,66.417,49.0,20.913,18.208,25.667,7.458,,0.0,3.208,,114.0,59.958,13.0,209.609
2011-01-19,189.304,3.875,95.0,68.15,42.0,25.0,17.917,24.875,6.958,,12.0,3.583,,117.0,65.4,36.0,214.304
2011-01-20,186.217,3.5,100.0,96.25,91.0,18.783,17.75,22.333,4.583,,24.0,2.542,,94.0,73.75,55.0,205.0
2011-01-21,188.739,3.375,98.0,91.333,73.0,19.609,15.667,21.083,5.417,,11.0,2.5,,107.0,82.417,67.0,208.348
2011-01-22,187.174,2.609,94.0,72.667,56.0,14.522,8.417,10.708,2.292,,0.0,2.708,,144.0,93.292,59.0,201.696
2011-01-23,184.696,2.792,70.0,56.333,45.0,10.217,5.417,6.667,1.25,,0.0,3.292,,118.0,84.125,44.0,194.913
2011-01-24,185.174,2.375,62.0,49.5,37.0,9.087,6.708,8.417,1.708,,0.0,2.957,,76.0,41.875,15.0,194.261
2011-01-25,184.292,2.708,55.0,46.958,36.0,9.667,9.458,11.75,2.292,,0.0,3.958,,65.0,34.125,15.0,193.958
2011-01-26,186.0,2.478,70.0,55.667,38.0,9.652,6.167,7.958,1.792,,0.0,3.25,,64.0,27.458,5.0,195.652
2011-01-27,187.375,3.875,68.0,58.583,44.0,13.417,11.75,14.958,3.208,,0.0,4.833,,71.0,35.0,7.0,200.792
2011-01-28,186.217,3.333,76.0,60.833,43.0,11.087,7.875,10.0,2.125,,0.0,5.167,,68.0,42.083,21.0,197.304
2011-01-29,185.375,1.708,49.0,32.917,22.0,6.833,2.5,3.417,0.917,,0.0,3.167,,85.0,43.333,15.0,192.208
2011-01-30,186.0,2.522,63.0,45.417,30.0,9.609,7.083,9.125,2.042,,0.0,3.083,,70.0,32.208,3.0,195.609
2011-01-31,185.417,2.5,72.0,57.5,38.0,10.042,7.125,9.333,2.208,,0.0,2.458,,68.0,34.583,9.0,195.458
2011-02-01,195.478,4.167,72.0,59.167,44.0,19.348,15.542,23.5,7.958,,0.0,3.375,,82.0,32.375,-2.0,214.826
2011-02-02,185.042,2.625,75.0,59.417,43.0,8.875,4.792,6.417,1.625,,0.0,2.833,,31.0,6.292,-13.0,193.917
2011-02-03,186.696,3.261,68.0,54.75,40.0,11.739,10.917,14.125,3.208,,0.0,2.958,,48.0,10.542,-22.0,198.435
2011-02-04,185.625,3.25,63.0,50.417,36.0,10.708,10.375,13.333,2.958,,0.0,4.708,,77.0,39.833,0.0,196.333
2011-02-05,186.217,3.208,73.0,48.375,31.0,10.217,5.625,6.958,1.333,,0.0,4.417,,98.0,59.333,21.0,196.435
2011-02-06,193.625,6.292,100.0,86.375,57.0,26.667,23.667,38.625,14.958,,13.0,4.417,,98.0,78.583,58.0,220.292
2011-02-07,186.652,4.174,100.0,81.917,59.0,16.391,13.875,17.958,4.083,,29.0,2.667,,160.0,107.625,71.0,203.043
2011-02-08,184.333,2.083,61.0,50.375,39.0,8.125,3.292,4.458,1.167,,0.0,3.208,,70.0,44.625,8.0,192.458
2011-02-09,184.565,2.042,67.0,53.708,38.0,8.043,4.75,6.625,1.875,,0.0,2.957,,58.0,23.417,-5.0,192.609
2011-02-10,184.417,2.25,70.0,54.958,32.0,8.917,5.583,7.417,1.833,,0.0,3.042,,79.0,41.583,9.0,193.333
2011-02-11,183.87,2.348,65.0,47.917,28.0,7.522,3.417,4.667,1.25,,0.0,3.083,,93.0,48.375,13.0,191.391
2011-02-12,184.25,2.292,69.0,47.625,30.0,6.833,2.333,3.333,1.0,,0.0,3.292,,94.0,51.792,21.0,191.083
2011-02-13,188.0,3.958,97.0,58.625,32.0,20.217,17.458,24.958,7.5,,5.0,3.708,,99.0,61.208,28.0,208.217
2011-02-14,189.0,4.958,100.0,95.25,90.0,29.083,28.958,49.208,20.25,,15.0,2.75,,79.0,67.583,58.0,218.083
2011-02-15,186.217,3.478,92.0,67.333,54.0,14.261,12.565,15.609,3.043,,0.0,3.333,,95.0,72.125,45.0,200.478
2011-02-16,185.458,2.75,62.0,51.417,35.0,11.458,9.167,11.583,2.417,,0.0,3.375,,103.0,55.292,20.0,196.917
2011-02-17,184.304,2.708,60.0,49.375,35.0,8.652,5.542,7.25,1.708,,0.0,3.375,,80.0,46.208,20.0,192.957
2011-02-18,185.75,2.375,66.0,40.417,20.0,7.875,3.458,4.667,1.208,,0.0,2.958,,62.0,26.833,1.0,193.625
2011-02-19,186.087,2.739,57.0,41.333,24.0,8.696,4.5,6.0,1.5,,0.0,2.917,,85.0,33.25,-17.0,194.783
