date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,205.0,68.0,58.75,52.0,18.917,19.333,23.875,4.542,,1.208,18.708,83.0,48.208,21.0,223.917
2011-01-02,197.958,83.0,62.083,40.0,12.458,11.217,12.826,1.609,,1.0,13.0,107.0,49.958,18.0,210.417
2011-01-03,193.875,56.0,46.458,33.0,9.042,6.958,7.667,0.708,,1.0,5.625,100.0,56.5,24.0,202.917
2011-01-04,195.958,71.0,58.625,49.0,11.292,13.583,15.375,1.792,,1.25,10.125,83.0,42.042,6.0,207.25
2011-01-05,196.857,62.0,48.083,31.0,11.19,13.333,16.583,3.25,,1.0,6.75,89.0,40.5,3.0,208.048
2011-01-06,204.478,72.0,56.917,41.0,21.913,34.583,52.5,17.917,,2.083,13.792,100.0,44.792,2.0,226.391
2011-01-07,196.542,65.0,51.5,36.0,8.792,10.125,11.333,1.208,,1.042,6.625,84.0,46.458,21.0,205.333
2011-01-08,197.417,56.0,47.75,38.0,9.875,9.087,10.0,0.913,,0.913,7.167,90.0,47.875,12.0,207.292
2011-01-09,205.792,71.0,59.708,48.0,22.583,25.875,39.083,13.208,,1.583,21.125,110.0,48.542,12.0,228.375
2011-01-10,211.458,76.0,63.292,44.0,29.5,36.417,64.625,28.208,,2.167,23.167,112.0,54.792,12.0,240.958
2011-01-11,198.55,73.0,51.217,27.0,17.45,19.826,31.391,11.565,,1.565,17.043,102.0,48.25,8.0,216.0
2011-01-12,198.565,46.0,36.458,26.0,16.391,17.583,22.375,4.792,,1.042,7.833,74.0,28.542,-7.0,214.957
2011-01-13,204.542,55.0,44.375,29.0,26.708,33.458,55.375,21.917,,1.833,17.208,125.0,46.583,-12.0,231.25
2011-01-14,202.708,55.0,43.458,34.0,19.375,16.478,26.087,9.609,,1.217,11.292,73.0,41.708,19.0,222.083
2011-01-15,207.458,55.0,48.458,41.0,22.75,22.792,32.833,10.042,,1.667,15.917,65.0,35.708,9.0,230.208
2011-01-16,197.875,50.0,44.958,41.0,17.083,21.208,24.75,3.542,,1.208,20.375,48.0,39.208,25.0,214.958
2011-01-17,200.87,58.0,47.625,36.0,20.522,25.458,34.25,8.792,,1.0,18.083,92.0,41.958,21.0,221.391
2011-01-18,206.955,61.0,53.333,45.0,37.364,42.478,76.522,34.043,,2.13,29.043,98.0,39.083,-6.0,244.318
2011-01-19,199.333,95.0,61.292,53.0,22.75,24.375,38.0,13.625,,1.833,25.583,96.0,51.208,5.0,222.083
2011-01-20,196.625,98.0,96.625,85.0,14.542,19.174,22.13,2.957,,1.043,16.292,32.0,17.333,10.0,211.167
2011-01-21,194.667,98.0,95.167,86.0,12.917,14.167,15.458,1.292,,0.458,9.458,32.0,27.208,22.0,207.583
2011-01-22,205.583,98.0,89.792,70.0,22.542,17.792,32.625,14.833,,0.667,8.958,81.0,50.375,32.0,228.125
2011-01-23,227.826,98.0,93.5,64.0,42.957,28.625,87.542,58.917,,0.917,16.75,73.0,42.833,8.0,270.783
2011-01-24,202.364,98.0,65.375,42.0,15.409,21.217,33.391,12.174,,1.043,9.478,50.0,20.333,2.0,217.773
2011-01-25,207.417,97.0,69.0,32.0,25.167,30.458,59.208,28.75,,1.042,16.583,107.0,32.292,-9.0,232.583
2011-01-26,202.792,94.0,56.583,37.0,16.333,22.739,33.783,11.043,,1.261,11.75,66.0,21.875,-1.0,219.125
2011-01-27,208.792,81.0,61.667,35.0,25.292,28.458,55.792,27.333,,1.333,18.083,72.0,18.583,-24.0,234.083
2011-01-28,201.375,79.0,55.875,37.0,17.042,18.5,31.333,12.833,,1.333,15.333,53.0,14.667,-14.0,218.417
2011-01-29,196.783,54.0,43.25,30.0,7.087,7.042,8.167,1.125,,1.042,8.458,59.0,21.0,0.0,203.87
2011-01-30,201.043,55.0,43.625,33.0,19.261,20.0,29.25,9.25,,1.042,10.25,78.0,25.958,-6.0,220.304
2011-01-31,202.042,64.0,50.667,39.0,20.625,26.958,36.917,9.958,,1.375,12.167,100.0,30.75,-16.0,222.667
2011-02-01,205.5,75.0,54.125,31.0,24.25,23.174,45.652,22.478,,2.261,17.458,117.0,41.833,-22.0,229.75
2011-02-02,195.286,57.0,41.042,24.0,13.333,12.5,13.444,0.944,,1.1,8.217,51.0,15.667,-7.0,208.619
