date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,205.042,81.0,64.708,56.0,22.375,23.167,30.375,7.208,,23.208,76.0,47.792,21.0,227.417
2011-01-02,199.87,98.0,69.25,43.0,17.739,16.125,20.708,4.583,,15.583,102.0,49.708,18.0,217.609
2011-01-03,196.435,61.0,49.292,36.0,12.739,11.833,15.042,3.208,,7.167,94.0,57.25,29.0,209.174
2011-01-04,198.875,76.0,60.75,51.0,16.292,19.583,26.542,6.958,,9.917,84.0,45.292,11.0,215.167
2011-01-05,197.682,59.0,43.391,27.0,14.727,19.545,32.136,12.591,,6.652,84.0,48.042,20.0,212.409
2011-01-06,204.958,65.0,45.75,31.0,26.542,39.292,72.875,33.583,,17.583,102.0,54.917,18.0,231.5
2011-01-07,197.292,65.0,47.208,32.0,13.458,15.5,20.375,4.875,,5.75,80.0,47.917,27.0,210.75
2011-01-08,199.174,51.0,43.25,35.0,13.217,12.708,16.083,3.375,,6.167,87.0,50.875,21.0,212.391
2011-01-09,205.783,83.0,58.417,45.0,26.0,32.375,49.458,17.083,,20.875,107.0,53.583,18.0,231.783
2011-01-10,205.125,89.0,64.625,41.0,29.667,43.125,83.167,40.042,,25.292,101.0,59.625,14.0,234.792
2011-01-11,198.792,84.0,64.583,49.0,22.75,25.957,45.087,19.13,,23.167,99.0,49.542,13.0,221.542
2011-01-12,198.833,55.0,46.417,37.0,17.458,22.375,36.0,13.625,,10.542,66.0,32.208,0.0,216.292
2011-01-13,214.783,65.0,55.5,42.0,38.0,47.043,113.217,66.174,,21.087,113.0,50.542,-3.0,252.783
2011-01-14,201.0,66.0,50.833,41.0,19.174,22.708,36.625,13.917,,10.833,76.0,45.542,26.0,220.174
2011-01-15,209.391,60.0,55.958,49.0,23.609,28.875,45.417,16.542,,20.958,65.0,38.625,10.0,233.0
2011-01-16,200.25,60.0,54.75,51.0,18.667,28.208,40.875,12.667,,19.042,46.0,36.708,23.0,218.917
2011-01-17,201.333,70.0,57.917,47.0,19.5,30.522,49.739,19.217,,16.292,70.0,41.542,20.0,220.833
2011-01-18,212.417,70.0,62.75,54.0,41.792,48.833,97.958,49.125,,33.25,86.0,43.458,5.0,254.208
2011-01-19,201.391,88.0,70.833,63.0,24.652,29.826,50.783,20.957,,28.261,96.0,51.708,14.0,226.043
2011-01-20,196.13,98.0,96.375,83.0,14.0,20.958,27.083,6.125,,20.583,33.0,19.417,12.0,210.13
2011-01-21,195.304,98.0,94.417,80.0,14.652,18.625,24.25,5.625,,13.875,29.0,25.792,21.0,209.957
2011-01-22,207.375,98.0,91.042,77.0,23.542,20.042,40.208,20.167,,11.958,72.0,49.708,30.0,230.917
2011-01-23,224.25,98.0,93.625,73.0,44.875,37.478,115.913,78.435,,22.667,68.0,42.958,2.0,269.125
2011-01-24,200.304,98.0,62.167,41.0,19.174,31.5,55.455,23.955,,12.174,53.0,24.25,3.0,219.478
2011-01-25,203.208,98.0,68.292,32.0,31.458,40.042,89.0,48.958,,23.333,95.0,37.333,-2.0,234.667
2011-01-26,199.913,98.0,56.625,35.0,20.739,27.583,43.625,16.042,,14.583,53.0,22.292,-4.0,220.652
2011-01-27,205.348,76.0,59.208,44.0,30.565,33.125,65.667,32.542,,17.25,63.0,22.917,-15.0,235.913
2011-01-28,201.667,75.0,55.5,39.0,23.875,24.083,38.958,14.875,,17.333,51.0,16.75,-11.0,225.542
2011-01-29,197.333,56.0,47.167,34.0,13.833,10.913,13.957,3.043,,8.083,56.0,19.417,1.0,211.167
2011-01-30,206.125,60.0,46.458,37.0,25.917,29.667,55.625,25.958,,10.458,54.0,25.833,-8.0,232.042
2011-01-31,204.333,67.0,52.5,43.0,25.833,38.667,66.292,27.625,,17.292,87.0,33.833,-13.0,230.167
2011-02-01,206.739,74.0,54.042,40.0,29.87,33.292,72.167,38.875,,15.75,111.0,47.125,-12.0,236.609
2011-02-02,198.476,57.0,38.348,20.0,9.619,14.957,20.652,5.696,,8.913,47.0,17.333,-3.0,208.095
