date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,192.391,3.875,66.0,57.833,42.0,17.261,17.833,20.833,3.0,14.583,0.0,,13.833,109.0,70.708,30.0,209.652
2011-01-02,188.304,3.375,74.0,59.25,48.0,9.043,7.833,8.375,0.542,14.958,1.0,,12.417,84.0,63.75,49.0,197.348
2011-01-03,186.783,3.304,60.0,51.583,45.0,8.913,11.375,12.167,0.792,14.917,0.0,,15.833,81.0,62.5,44.0,195.696
2011-01-04,188.13,3.833,64.0,50.042,28.0,9.217,10.696,11.826,1.13,21.792,0.0,,21.25,73.0,50.75,29.0,197.348
2011-01-05,189.833,3.826,74.0,60.667,51.0,14.0,20.409,26.136,5.727,11.571,0.0,0.0,10.739,64.0,43.292,20.0,203.833
2011-01-06,197.391,5.083,76.0,55.208,36.0,30.217,29.125,49.542,20.417,18.333,0.0,0.0,16.042,91.0,58.542,21.0,227.609
2011-01-07,188.174,2.542,64.0,55.667,41.0,9.87,13.458,15.833,2.375,9.333,0.0,0.0,7.208,79.0,54.792,41.0,198.043
2011-01-08,194.0,3.708,67.0,55.792,43.0,20.174,18.261,21.739,3.478,10.5,0.0,0.0,10.083,75.0,50.792,29.0,214.174
2011-01-09,197.696,4.958,70.0,60.833,49.0,23.087,24.792,32.958,8.167,22.125,0.0,0.0,19.125,108.0,64.375,34.0,220.783
2011-01-10,202.0,6.783,75.0,60.125,44.0,36.652,35.917,56.042,20.125,39.5,0.0,0.042,35.167,104.0,70.542,32.0,238.652
2011-01-11,188.783,3.833,61.0,50.667,40.0,11.174,18.125,21.792,3.667,22.833,0.0,0.0,23.667,95.0,66.375,24.0,199.957
2011-01-12,188.955,3.348,62.0,50.417,40.0,14.955,23.095,28.381,5.286,9.278,0.0,0.0,9.292,65.0,41.833,16.0,203.909
2011-01-13,192.727,4.917,70.0,53.292,39.0,23.045,27.708,42.0,14.292,13.083,0.0,0.0,18.792,94.0,65.333,37.0,215.773
2011-01-14,190.609,5.292,63.0,54.0,47.0,15.435,22.833,26.417,3.583,21.25,0.0,0.0,32.875,82.0,66.167,52.0,206.043
2011-01-15,194.87,4.333,66.0,56.292,47.0,24.0,19.333,24.333,5.0,12.458,0.0,0.0,16.333,79.0,65.0,45.0,218.87
2011-01-16,188.0,3.0,67.0,53.292,46.0,13.348,17.696,21.043,3.348,9.292,0.0,0.0,12.25,62.0,55.167,44.0,201.348
2011-01-17,189.091,3.227,73.0,54.375,35.0,18.136,22.087,28.217,6.13,12.458,0.0,0.0,12.708,95.0,60.042,34.0,207.227
2011-01-18,197.0,4.833,68.0,50.208,31.0,39.043,36.75,57.167,20.417,14.042,0.0,0.708,16.167,107.0,61.75,16.0,236.043
2011-01-19,188.783,3.625,87.0,67.5,47.0,25.913,31.667,40.167,8.5,14.75,24.0,0.5,14.75,77.0,62.667,51.0,214.696
2011-01-20,186.913,3.0,87.0,77.0,69.0,17.043,21.174,25.565,4.391,10.25,1.0,0.708,8.417,95.0,75.833,53.0,203.957
2011-01-21,189.348,3.5,86.0,80.667,68.0,21.609,25.417,29.875,4.458,15.542,11.0,0.792,13.542,89.0,76.958,70.0,210.957
2011-01-22,191.565,4.292,88.0,74.625,62.0,22.304,25.875,31.083,5.208,15.5,0.0,0.875,13.875,108.0,79.958,47.0,213.87
2011-01-23,187.87,3.167,68.0,61.042,48.0,12.652,16.625,19.917,3.292,8.0,0.0,1.0,7.542,97.0,72.708,38.0,200.522
2011-01-24,185.842,2.762,56.0,47.208,36.0,10.737,17.35,22.2,4.85,9.208,0.0,1.0,8.625,54.0,35.708,22.0,196.579
2011-01-25,186.174,3.625,54.0,45.833,35.0,11.609,17.542,21.125,3.583,13.5,0.0,1.0,15.333,56.0,30.042,13.0,197.783
