date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,196.83333333333334,2.375,65.0,53.125,36.0,18.625,18.166666666666668,24.625,6.458333333333333,2.2916666666666665,17.625,113.0,68.08333333333333,20.0,215.45833333333334
2011-01-02,193.34782608695653,2.5,83.0,61.375,43.0,11.695652173913043,11.125,16.25,5.125,2.9130434782608696,16.416666666666668,89.0,61.666666666666664,42.0,205.04347826086956
2011-01-03,194.0,2.739130434782609,57.0,50.291666666666664,42.0,11.625,16.0,24.217391304347824,8.217391304347826,3.2916666666666665,19.708333333333332,77.0,59.416666666666664,34.0,205.625
2011-01-04,193.82608695652175,4.434782608695652,68.0,48.791666666666664,21.0,10.826086956521738,13.454545454545455,20.818181818181817,7.363636363636363,5.956521739130435,26.347826086956523,80.0,47.375,22.0,204.65217391304347
2011-01-05,196.0,5.083333333333333,74.0,60.291666666666664,45.0,19.208333333333332,27.375,50.416666666666664,23.041666666666668,1.7391304347826086,11.791666666666666,68.0,36.458333333333336,8.0,215.20833333333334
2011-01-06,200.47826086956522,6.75,82.0,54.125,30.0,32.47826086956522,36.541666666666664,96.625,60.083333333333336,2.9166666666666665,21.166666666666668,98.0,54.5,7.0,232.95652173913044
2011-01-07,194.33333333333334,3.875,65.0,53.208333333333336,33.0,16.75,24.5,44.166666666666664,19.666666666666668,1.5833333333333333,11.083333333333334,85.0,53.041666666666664,25.0,211.08333333333334
2011-01-08,198.20833333333334,4.958333333333333,67.0,56.041666666666664,41.0,22.166666666666668,20.708333333333332,31.25,10.541666666666666,1.608695652173913,12.208333333333334,76.0,44.75,22.0,220.375
2011-01-09,199.70833333333334,5.375,75.0,57.041666666666664,40.0,23.375,26.291666666666668,46.833333333333336,20.541666666666668,3.8333333333333335,24.833333333333332,112.0,62.083333333333336,31.0,223.08333333333334
2011-01-10,203.13636363636363,8.409090909090908,82.0,59.166666666666664,34.0,41.40909090909091,39.31578947368421,102.05263157894737,62.73684210526316,4.409090909090909,38.625,113.0,66.75,20.0,244.54545454545453
2011-01-11,195.875,5.291666666666667,59.0,50.125,33.0,19.875,27.347826086956523,71.47826086956522,44.130434782608695,4.913043478260869,29.875,99.0,62.333333333333336,18.0,215.75
2011-01-12,198.41666666666666,5.541666666666667,69.0,50.666666666666664,34.0,24.166666666666668,29.708333333333332,64.16666666666667,34.458333333333336,2.4583333333333335,13.166666666666666,68.0,36.083333333333336,2.0,222.58333333333334
2011-01-13,200.41666666666666,6.75,68.0,49.125,37.0,31.375,30.458333333333332,90.16666666666667,59.708333333333336,3.7083333333333335,24.833333333333332,94.0,60.791666666666664,22.0,231.79166666666666
2011-01-14,197.65217391304347,6.5,63.0,52.916666666666664,46.0,17.956521739130434,26.5,52.041666666666664,25.541666666666668,6.043478260869565,40.666666666666664,82.0,61.291666666666664,49.0,215.6086956521739
2011-01-15,197.125,5.25,66.0,54.458333333333336,40.0,21.208333333333332,21.458333333333332,36.541666666666664,15.083333333333334,3.0,18.166666666666668,86.0,60.0,29.0,218.33333333333334
2011-01-16,194.85714285714286,4.478260869565218,66.0,49.791666666666664,38.0,19.80952380952381,19.73913043478261,29.73913043478261,10.0,1.9130434782608696,15.458333333333334,63.0,52.5,45.0,214.66666666666666
2011-01-17,195.91666666666666,8.217391304347826,73.0,50.5,30.0,15.916666666666666,24.73913043478261,56.47826086956522,31.73913043478261,2.217391304347826,15.916666666666666,96.0,56.458333333333336,26.0,211.83333333333334
2011-01-18,197.6086956521739,4.833333333333333,71.0,48.25,24.0,24.565217391304348,30.391304347826086,53.26086956521739,22.869565217391305,2.25,17.666666666666668,110.0,58.125,3.0,222.17391304347825
2011-01-19,191.20833333333334,2.875,91.0,67.58333333333333,46.0,19.375,27.0,39.625,12.625,2.375,27.583333333333332,75.0,60.375,49.0,210.58333333333334
2011-01-20,190.375,4.166666666666667,90.0,82.45833333333333,73.0,18.958333333333332,22.708333333333332,31.75,9.041666666666666,1.6956521739130435,13.875,99.0,75.0,50.0,209.33333333333334
2011-01-21,191.75,4.666666666666667,91.0,86.91666666666667,75.0,21.166666666666668,24.333333333333332,33.708333333333336,9.375,1.6666666666666667,20.166666666666668,92.0,74.5,64.0,212.91666666666666
2011-01-22,196.04347826086956,10.416666666666666,95.0,80.04166666666667,58.0,26.52173913043478,29.125,49.5,20.375,2.25,25.625,114.0,75.25,37.0,222.56521739130434
2011-01-23,193.65217391304347,6.695652173913044,78.0,63.291666666666664,44.0,16.652173913043477,23.565217391304348,47.95652173913044,24.391304347826086,2.272727272727273,8.291666666666666,97.0,69.58333333333333,37.0,210.30434782608697
2011-01-24,192.79166666666666,3.347826086956522,57.0,44.708333333333336,33.0,12.583333333333334,20.73913043478261,45.52173913043478,24.782608695652176,1.9583333333333333,9.208333333333334,63.0,35.458333333333336,20.0,205.375
2011-01-25,196.08333333333334,4.791666666666667,52.0,41.916666666666664,27.0,16.125,29.130434782608695,62.56521739130435,33.43478260869565,3.4166666666666665,21.75,62.0,30.041666666666668,6.0,212.20833333333334
2011-01-26,197.7391304347826,5.541666666666667,58.0,46.833333333333336,34.0,21.217391304347824,31.5,71.54166666666667,40.041666666666664,2.1739130434782608,12.875,52.0,22.333333333333332,-5.0,218.95652173913044
2011-01-27,199.125,8.125,70.0,54.791666666666664,41.0,29.875,39.875,101.0,61.125,4.291666666666667,31.625,76.0,36.083333333333336,-5.0,229.0
2011-01-28,196.0,5.583333333333333,65.0,53.5,36.0,21.416666666666668,31.125,57.416666666666664,26.291666666666668,3.625,25.666666666666668,84.0,46.458333333333336,26.0,217.41666666666666
2011-01-29,193.20833333333334,3.875,75.0,58.583333333333336,39.0,14.666666666666666,16.083333333333332,21.708333333333332,5.625,1.9565217391304348,10.25,59.0,33.666666666666664,14.0,207.875
2011-01-30,196.2608695652174,5.291666666666667,73.0,60.958333333333336,41.0,21.73913043478261,32.291666666666664,66.20833333333333,33.916666666666664,2.25,11.708333333333334,63.0,32.333333333333336,7.0,218.0
2011-01-31,197.875,6.3478260869565215,71.0,52.958333333333336,30.0,27.791666666666668,35.08695652173913,79.30434782608695,44.21739130434783,2.2916666666666665,15.625,69.0,30.416666666666668,0.0,225.66666666666666
2011-02-01,200.17391304347825,11.272727272727273,75.0,48.333333333333336,21.0,31.304347826086957,30.91304347826087,96.43478260869566,65.52173913043478,3.3043478260869565,21.954545454545453,80.0,36.708333333333336,-7.0,231.47826086956522
2011-02-02,192.45833333333334,,57.0,45.791666666666664,32.0,11.166666666666666,19.166666666666668,38.958333333333336,19.791666666666668,1.3333333333333333,9.916666666666666,27.0,5.208333333333333,-16.0,203.625
2011-02-03,196.54545454545453,13.217391304347826,68.0,49.0,34.0,23.954545454545453,39.69565217391305,70.3913043478261,30.695652173913043,2.652173913043478,18.52173913043478,52.0,13.708333333333334,-32.0,220.5
2011-02-04,197.91666666666666,13.375,63.0,43.041666666666664,29.0,23.458333333333332,32.708333333333336,62.416666666666664,29.708333333333332,3.1739130434782608,27.25,76.0,48.833333333333336,19.0,221.375
2011-02-05,199.95833333333334,18.916666666666668,62.0,45.625,28.0,23.75,26.25,41.0,14.75,3.7916666666666665,40.333333333333336,90.0,57.666666666666664,10.0,223.70833333333334
2011-02-06,193.625,11.5,93.0,80.79166666666667,57.0,28.958333333333332,22.041666666666668,29.875,7.833333333333333,2.5416666666666665,31.833333333333332,96.0,71.0,46.0,222.58333333333334
2011-02-07,195.08695652173913,15.956521739130435,96.0,80.41666666666667,52.0,25.956521739130434,38.869565217391305,75.82608695652173,36.95652173913044,2.0434782608695654,18.958333333333332,100.0,84.25,64.0,221.04347826086956
2011-02-08,193.56521739130434,8.565217391304348,71.0,47.375,27.0,14.217391304347826,19.904761904761905,42.23809523809524,22.333333333333332,1.7391304347826086,14.565217391304348,59.0,36.208333333333336,3.0,207.7826086956522
2011-02-09,195.91666666666666,4.125,60.0,45.625,31.0,15.166666666666666,24.958333333333332,51.916666666666664,26.958333333333332,3.5,16.041666666666668,54.0,24.166666666666668,-4.0,211.08333333333334
2011-02-10,197.625,3.4583333333333335,63.0,49.375,31.0,23.333333333333332,37.458333333333336,78.08333333333333,40.625,4.3478260869565215,17.666666666666668,69.0,36.625,-1.0,220.95833333333334
2011-02-11,195.04347826086956,1.875,65.0,49.625,33.0,13.73913043478261,18.791666666666668,30.083333333333332,11.291666666666666,3.0,13.875,73.0,44.375,9.0,208.7826086956522
2011-02-12,194.33333333333334,2.5416666666666665,63.0,49.916666666666664,35.0,15.458333333333334,19.208333333333332,29.166666666666668,9.958333333333334,2.9166666666666665,15.75,80.0,43.208333333333336,15.0,209.79166666666666
2011-02-13,193.875,1.875,91.0,70.75,48.0,19.541666666666668,26.75,39.0,12.25,2.391304347826087,20.791666666666668,63.0,41.166666666666664,24.0,213.41666666666666
2011-02-14,197.4090909090909,2.8181818181818183,93.0,90.29166666666667,85.0,36.22727272727273,37.72727272727273,70.9090909090909,33.18181818181818,2.5652173913043477,20.708333333333332,70.0,55.583333333333336,39.0,233.63636363636363
2011-02-15,200.17391304347825,,95.0,79.5,61.0,42.0,43.869565217391305,95.17391304347827,51.30434782608695,3.2916666666666665,25.458333333333332,81.0,48.583333333333336,25.0,242.17391304347825
2011-02-16,195.875,6.782608695652174,80.0,55.5,32.0,23.291666666666668,35.958333333333336,71.54166666666667,35.583333333333336,3.9565217391304346,19.166666666666668,84.0,42.041666666666664,8.0,219.16666666666666
2011-02-17,193.41666666666666,7.304347826086956,63.0,49.5,35.0,17.791666666666668,26.708333333333332,51.333333333333336,24.625,3.75,15.833333333333334,65.0,37.25,15.0,211.20833333333334
2011-02-18,193.875,8.565217391304348,72.0,54.708333333333336,37.0,12.958333333333334,20.125,41.041666666666664,20.916666666666668,2.2916666666666665,10.5,48.0,17.291666666666668,-3.0,206.83333333333334
2011-02-19,197.3913043478261,13.956521739130435,82.0,60.166666666666664,35.0,18.08695652173913,20.75,33.5,12.75,2.1739130434782608,14.208333333333334,70.0,22.708333333333332,-22.0,215.47826086956522
2011-02-20,200.20833333333334,,79.0,49.75,22.0,42.25,40.416666666666664,78.83333333333333,38.416666666666664,3.4583333333333335,20.208333333333332,92.0,43.458333333333336,-6.0,242.45833333333334
2011-02-21,203.20833333333334,,63.0,50.666666666666664,39.0,48.75,72.3913043478261,145.08695652173913,72.69565217391305,5.833333333333333,34.541666666666664,91.0,56.791666666666664,13.0,251.95833333333334
2011-02-22,193.27272727272728,5.681818181818182,93.0,61.125,32.0,21.59090909090909,26.80952380952381,36.857142857142854,10.047619047619047,4.2727272727272725,33.041666666666664,124.0,87.125,51.0,214.86363636363637
2011-02-23,192.30434782608697,9.25,93.0,81.54166666666667,50.0,27.043478260869566,27.666666666666668,51.916666666666664,24.25,3.125,23.125,120.0,103.0,84.0,219.34782608695653
2011-02-24,194.08333333333334,,63.0,46.791666666666664,31.0,16.75,23.041666666666668,34.166666666666664,11.125,3.5833333333333335,32.625,127.0,91.41666666666667,67.0,210.83333333333334
2011-02-25,197.04166666666666,,88.0,73.70833333333333,57.0,28.0,35.416666666666664,70.16666666666667,34.75,3.391304347826087,33.125,82.0,72.04166666666667,53.0,225.04166666666666
