date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-17,3.739,99.0,72.542,33.0,21.522,28.652,7.13,18.333,15.75,7.2,2.904,0.3
2011-02-18,2.833,99.0,47.042,18.0,8.417,9.542,1.125,6.773,9.375,4.7,1.333,-1.6
2011-02-19,4.25,73.0,48.083,29.0,18.167,22.625,4.458,8.708,10.25,6.8,1.983,-3.0
2011-02-20,4.75,69.0,52.375,28.0,27.208,38.333,11.125,11.542,11.875,9.6,4.346,-1.5
2011-02-21,4.792,78.0,47.0,24.0,32.833,48.417,15.583,10.542,13.875,12.6,6.671,-0.3
2011-02-22,4.167,96.0,65.542,55.0,21.667,25.292,3.625,19.833,19.292,9.4,6.975,4.8
2011-02-23,4.818,99.0,87.625,48.0,23.727,30.682,6.955,26.391,21.391,11.0,7.083,3.9
2011-02-24,4.542,75.0,44.833,30.0,13.917,14.917,1.0,21.25,22.292,14.4,10.746,6.9
2011-02-25,4.25,99.0,89.625,77.0,17.5,19.292,1.792,16.042,13.875,8.3,5.167,2.8
2011-02-26,3.0,68.0,53.583,38.0,9.792,10.792,1.0,7.833,8.208,7.6,4.921,2.7
2011-02-27,2.708,41.0,33.208,25.0,4.875,5.333,0.458,8.391,9.625,7.3,3.588,0.5
2011-02-28,3.167,58.0,44.0,33.0,16.5,19.167,2.667,5.0,9.208,6.2,2.896,-0.4
2011-03-01,5.435,99.0,80.783,54.0,27.435,49.087,21.652,22.0,13.826,10.4,6.217,1.2
2011-03-02,4.667,99.0,98.333,94.0,24.375,44.125,19.75,22.0,17.042,6.5,5.367,3.9
2011-03-03,3.375,99.0,65.792,40.0,12.917,14.792,1.875,12.625,10.875,11.4,6.908,2.9
2011-03-04,3.208,99.0,67.0,51.0,10.958,12.042,1.083,17.917,14.417,6.0,4.825,1.7
2011-03-05,4.5,99.0,98.083,92.0,23.208,30.917,7.708,8.25,7.375,8.7,4.996,1.1
2011-03-06,6.0,99.0,89.208,60.0,31.913,55.435,23.522,20.667,18.667,17.1,11.042,6.8
2011-03-07,4.417,98.0,63.417,36.0,17.458,19.083,1.625,23.792,21.917,14.4,12.083,10.5
2011-03-08,4.13,84.0,69.0,61.0,18.348,20.087,1.739,21.783,17.13,10.1,8.95,7.7
2011-03-09,4.167,99.0,95.542,67.0,20.708,22.75,2.042,17.792,15.417,9.0,6.429,4.1
2011-03-10,3.292,99.0,88.25,71.0,10.375,11.083,0.708,5.292,4.958,6.7,4.633,2.7
2011-03-11,3.833,93.0,73.208,48.0,14.125,16.042,1.917,13.208,10.0,10.1,6.154,3.1
2011-03-12,3.0,68.0,42.292,21.0,10.957,14.826,3.87,6.583,5.458,10.4,5.829,1.5
2011-03-13,2.542,66.0,42.208,26.0,10.25,11.25,1.0,6.375,6.667,9.5,5.529,1.0
2011-03-14,3.609,73.0,54.042,41.0,20.174,22.565,2.391,13.667,9.217,10.2,6.133,1.8
2011-03-15,3.167,89.0,54.958,31.0,15.917,21.042,5.125,17.625,13.542,11.4,6.142,1.8
2011-03-16,3.625,69.0,51.25,35.0,18.542,21.417,2.875,17.958,13.292,10.2,6.146,1.5
2011-03-17,5.458,99.0,86.792,71.0,33.792,40.833,7.042,42.458,31.042,7.8,5.933,3.9
2011-03-18,6.391,99.0,95.292,83.0,26.261,44.478,18.217,34.292,29.625,11.3,8.629,5.9
2011-03-19,2.625,99.0,44.417,25.0,10.667,12.167,1.5,8.083,8.708,10.2,7.667,4.8
2011-03-20,2.833,53.0,37.5,26.0,12.708,14.0,1.292,13.167,10.0,12.1,7.388,2.8
2011-03-21,2.417,47.0,34.0,19.0,7.792,8.5,0.708,10.0,8.375,11.9,6.842,3.3
2011-03-22,4.913,66.0,46.333,32.0,34.304,47.87,13.565,20.913,14.826,14.7,8.658,1.5
2011-03-23,4.792,99.0,74.917,50.0,26.292,29.375,3.083,29.167,24.75,11.3,8.954,6.9
2011-03-24,4.391,99.0,81.125,42.0,22.435,26.609,4.174,13.375,11.625,11.4,7.546,5.6
2011-03-25,3.667,86.0,48.083,19.0,13.208,16.292,3.083,8.833,7.0,13.7,8.008,3.0
2011-03-26,3.583,73.0,42.667,28.0,16.667,20.583,3.917,11.792,10.708,9.9,6.517,1.9
2011-03-27,3.625,77.0,50.417,26.0,19.25,22.75,3.5,14.708,11.792,13.1,8.004,1.9
2011-03-28,3.957,85.0,60.958,32.0,21.043,29.087,8.043,19.13,17.783,16.5,9.292,3.8
2011-03-29,3.167,61.0,48.792,27.0,15.0,17.708,2.708,14.125,13.667,16.5,10.633,5.1
2011-03-30,3.478,72.0,59.0,46.0,20.783,27.435,6.652,13.5,14.917,19.2,13.754,8.6
2011-03-31,2.375,98.0,68.042,42.0,4.0,4.25,0.25,8.125,12.583,17.8,13.088,8.0
2011-04-01,3.167,73.0,57.75,35.0,19.125,24.042,4.917,14.458,12.75,14.3,9.392,2.7
2011-04-02,4.417,93.0,55.667,30.0,23.478,30.609,7.13,20.478,20.167,18.2,11.571,5.5
2011-04-03,2.913,80.0,54.333,39.0,12.75,13.875,1.125,10.833,10.75,7.8,6.375,5.0
2011-04-04,2.042,61.0,40.5,25.0,6.458,6.75,0.292,6.083,7.625,12.6,7.55,3.6
2011-04-05,3.292,61.0,42.167,25.0,23.167,26.333,3.167,11.875,11.542,15.5,8.525,1.1
2011-04-06,3.75,70.0,52.25,27.0,24.0,28.542,4.542,13.5,12.833,18.8,12.033,4.4
2011-04-07,3.478,86.0,58.957,30.0,23.957,30.217,6.261,15.391,15.783,19.5,13.771,8.1
2011-04-08,2.0,62.0,52.167,43.0,5.783,6.13,0.348,8.208,10.792,18.8,16.442,14.1
2011-04-09,2.609,97.0,87.375,55.0,9.792,10.0,0.208,10.478,19.0,17.1,14.904,12.3
2011-04-10,3.167,97.0,66.208,43.0,7.0,7.0,0.0,10.083,10.667,16.2,13.192,10.0
2011-04-11,3.375,97.0,76.417,41.0,13.417,14.167,0.75,17.292,20.0,18.6,12.283,8.0
2011-04-12,2.375,55.0,31.417,19.0,8.417,8.417,0.0,13.25,13.167,14.3,10.017,6.2
2011-04-13,3.522,53.0,42.0,28.0,18.913,20.043,1.13,17.091,18.0,20.1,13.112,5.0
2011-04-14,3.75,73.0,48.375,26.0,21.87,24.13,2.261,23.792,24.375,21.9,15.504,9.0
2011-04-15,3.13,89.0,60.125,45.0,19.458,23.375,3.917,23.167,24.125,21.8,16.896,11.4
2011-04-16,2.333,97.0,63.25,34.0,5.75,7.125,1.375,14.042,18.208,24.3,16.912,9.9
2011-04-17,2.292,82.0,51.292,35.0,4.917,5.292,0.375,12.167,12.208,16.8,12.371,7.7
2011-04-18,2.917,90.0,68.958,55.0,14.333,15.583,1.25,12.208,12.625,15.8,13.588,10.7
2011-04-19,2.458,97.0,91.083,78.0,11.5,12.25,0.75,7.083,6.75,12.2,8.896,5.9
2011-04-20,3.083,86.0,62.667,40.0,16.174,19.87,3.696,6.273,6.125,15.5,10.129,4.5
2011-04-21,3.045,94.0,78.667,59.0,17.182,19.318,2.136,12.545,12.391,15.3,11.196,7.8
2011-04-22,2.833,97.0,77.625,50.0,13.0,14.458,1.458,17.208,15.792,17.5,13.958,10.0
2011-04-23,2.0,97.0,95.5,88.0,4.609,5.174,0.565,4.958,9.958,16.8,15.1,13.2
2011-04-24,2.625,96.0,55.0,32.0,5.875,6.583,0.708,6.542,7.0,18.9,14.867,10.7
2011-04-25,3.292,94.0,57.333,30.0,14.292,16.625,2.333,10.667,10.958,18.3,13.183,8.2
2011-04-26,3.625,68.0,50.25,35.0,18.958,22.167,3.208,14.083,13.542,20.0,13.783,7.7
2011-04-27,3.13,96.0,72.667,51.0,12.565,14.739,2.174,27.083,28.565,22.8,17.246,10.0
2011-04-28,2.5,96.0,57.083,30.0,6.042,7.458,1.417,9.667,12.375,24.6,18.2,11.4
2011-04-29,2.783,86.0,49.875,40.0,11.0,11.522,0.522,9.667,10.583,18.1,14.15,10.2
2011-04-30,3.583,95.0,61.125,34.0,14.25,15.292,1.042,18.652,16.792,22.4,16.15,10.1
2011-05-01,2.75,96.0,72.542,46.0,11.458,11.667,0.208,14.708,13.625,20.0,16.867,14.6
2011-05-02,3.0,96.0,46.708,22.0,12.042,14.208,2.167,47.208,67.708,23.2,17.954,12.6
2011-05-03,3.083,97.0,67.333,39.0,11.783,12.174,0.391,36.125,52.5,17.3,14.433,12.1
2011-05-04,2.833,97.0,69.25,43.0,10.25,10.75,0.5,16.792,20.833,20.3,15.917,11.9
2011-05-05,2.864,84.0,67.783,55.0,7.545,7.591,0.045,13.217,16.652,15.2,13.838,12.5
2011-05-06,3.375,80.0,68.583,50.0,15.333,16.792,1.458,16.458,19.667,19.0,15.283,11.7
2011-05-07,4.083,97.0,95.458,77.0,21.042,24.083,3.042,23.333,22.0,16.1,14.642,13.7
2011-05-08,3.5,97.0,56.875,27.0,9.625,12.167,2.542,16.625,17.333,26.3,19.488,12.3
2011-05-09,3.958,84.0,58.667,33.0,16.875,20.5,3.625,21.208,25.208,22.0,18.133,12.7
2011-05-10,4.0,95.0,74.417,50.0,22.765,26.353,3.588,17.478,19.708,28.1,20.917,17.2
2011-05-11,3.609,97.0,96.583,93.0,19.13,20.348,1.217,9.5,9.083,17.4,14.3,13.1
2011-05-12,3.522,97.0,96.083,87.0,13.478,14.087,0.609,7.667,6.217,15.5,14.412,13.0
2011-05-13,4.083,97.0,81.542,57.0,21.625,25.083,3.458,11.0,13.583,24.2,19.117,14.9
2011-05-14,3.167,91.0,49.0,27.0,14.167,15.167,1.0,23.167,36.542,23.9,19.342,13.2
2011-05-15,2.5,57.0,34.792,18.0,6.542,6.625,0.083,13.208,15.208,23.6,18.95,12.9
2011-05-16,3.0,71.0,54.458,37.0,14.167,16.125,1.958,16.042,21.833,21.9,18.246,13.4
2011-05-17,3.609,97.0,78.625,56.0,18.826,20.565,1.739,22.792,26.042,20.6,16.483,13.7
2011-05-18,3.667,97.0,67.0,38.0,17.958,20.125,2.167,25.375,25.458,22.9,17.925,13.5
2011-05-19,3.826,87.0,58.583,32.0,19.391,21.304,1.913,26.87,27.348,24.5,19.812,13.4
2011-05-20,3.792,86.0,64.292,38.0,21.125,24.292,3.167,31.875,33.833,27.1,21.329,16.4
2011-05-21,3.0,96.0,73.783,48.0,14.318,18.955,4.636,29.818,31.636,26.7,22.026,17.5
2011-05-22,2.292,96.0,83.125,51.0,7.958,10.083,2.125,15.542,14.667,28.3,19.896,14.5
2011-05-23,2.652,97.0,80.708,60.0,14.696,15.913,1.217,9.958,10.25,16.6,14.579,11.7
2011-05-24,2.833,97.0,82.292,53.0,15.792,16.958,1.167,7.958,7.542,17.4,13.554,10.8
2011-05-25,3.13,97.0,67.042,29.0,15.957,22.478,6.522,11.083,12.435,22.4,17.171,11.3
2011-05-26,3.292,96.0,80.042,55.0,19.792,21.875,2.083,16.125,18.042,20.6,17.871,15.2
2011-05-27,3.75,96.0,85.417,61.0,19.792,21.625,1.833,14.25,14.625,19.1,17.067,15.6
2011-05-28,3.292,96.0,96.0,96.0,14.333,14.917,0.583,8.542,13.125,18.3,16.912,15.5
2011-05-29,2.87,96.0,96.0,96.0,8.609,9.391,0.783,3.333,5.833,18.3,17.212,15.7
2011-05-30,2.0,96.0,72.792,50.0,4.875,5.458,0.583,0.708,4.375,20.4,16.838,15.0
2011-05-31,2.125,65.0,57.875,47.0,7.292,8.5,1.208,9.958,12.708,18.9,14.938,11.6
2011-06-01,2.739,83.0,61.913,50.0,13.739,16.043,2.304,25.609,27.217,16.4,14.025,11.4
2011-06-02,4.0,97.0,96.042,84.0,23.0,29.333,6.333,26.667,23.542,16.0,14.017,12.6
2011-06-03,4.125,97.0,77.458,47.0,18.0,23.292,5.292,14.917,15.208,24.5,18.833,13.5
2011-06-04,3.522,97.0,74.583,45.0,11.522,13.957,2.435,26.208,27.958,25.5,20.908,15.3
2011-06-05,3.792,96.0,80.375,58.0,10.958,12.083,1.125,36.0,41.0,25.4,20.896,16.8
2011-06-06,3.042,96.0,67.167,26.0,8.542,9.167,0.625,27.125,27.583,27.9,21.754,16.1
2011-06-07,2.958,95.0,74.667,55.0,12.375,13.75,1.375,26.167,29.042,23.2,20.404,18.5
2011-06-08,2.833,96.0,81.625,63.0,15.25,16.667,1.417,12.125,13.375,22.1,19.217,16.9
2011-06-09,3.478,96.0,78.875,56.0,16.0,18.857,2.857,15.174,18.818,24.2,20.562,17.2
2011-06-10,3.261,96.0,82.75,66.0,14.208,16.583,2.375,17.875,22.208,24.7,21.888,18.8
2011-06-11,4.25,96.0,87.917,61.0,13.478,14.565,1.087,22.0,27.333,25.4,21.392,20.0
2011-06-12,5.208,96.0,82.125,48.0,14.417,15.792,1.375,28.333,29.875,25.2,21.875,19.7
2011-06-13,5.083,96.0,89.083,74.0,24.125,26.875,2.75,21.625,24.083,22.8,20.229,17.0
2011-06-14,3.75,96.0,82.917,56.0,20.458,22.833,2.375,17.375,19.875,24.4,20.862,18.9
2011-06-15,2.875,87.0,57.417,45.0,16.375,18.458,2.083,7.522,10.208,23.0,20.608,18.9
2011-06-16,3.636,96.0,85.25,70.0,20.696,25.087,4.391,13.043,16.13,22.5,19.283,16.4
2011-06-17,2.5,96.0,95.917,95.0,12.087,13.174,1.087,5.208,7.625,19.3,17.892,16.2
2011-06-18,3.583,96.0,91.458,75.0,16.375,19.083,2.708,10.75,14.083,20.9,19.008,17.7
2011-06-19,3.542,96.0,86.0,64.0,8.792,9.458,0.667,16.333,16.583,23.9,20.662,18.2
2011-06-20,3.125,96.0,86.417,66.0,12.917,15.0,2.083,12.125,17.0,25.3,22.692,20.0
2011-06-21,2.542,96.0,78.542,53.0,13.792,19.875,6.083,5.75,8.833,29.1,24.483,21.3
2011-06-22,3.565,96.0,65.667,36.0,18.708,22.25,3.542,19.833,25.542,32.8,27.5,21.1
2011-06-23,2.783,96.0,75.708,55.0,12.091,18.273,6.182,17.409,25.043,31.7,27.262,24.1
2011-06-24,1.375,79.0,65.375,50.0,4.792,6.792,2.0,16.042,18.25,32.3,28.738,25.5
2011-06-25,2.958,96.0,81.958,66.0,11.917,15.667,3.75,14.208,17.5,27.6,24.354,20.6
2011-06-26,3.333,96.0,94.417,88.0,9.625,11.0,1.375,21.083,23.75,22.2,20.717,19.7
2011-06-27,3.75,96.0,95.667,94.0,20.833,25.208,4.375,17.167,17.208,22.2,21.162,20.3
2011-06-28,4.522,96.0,73.375,45.0,24.417,33.0,8.583,22.708,25.958,33.3,27.1,21.3
2011-06-29,3.174,92.0,67.25,45.0,14.455,16.5,2.045,19.478,21.783,34.4,28.996,24.8
2011-06-30,2.75,96.0,76.958,47.0,15.083,17.292,2.208,16.333,19.667,32.9,27.179,23.5
2011-07-01,3.0,96.0,74.25,40.0,12.917,17.292,4.375,18.0,22.333,33.2,27.171,23.3
2011-07-02,2.833,96.0,81.0,56.0,10.583,11.875,1.292,27.5,32.75,29.3,26.058,23.8
2011-07-03,2.25,96.0,76.375,60.0,6.292,7.5,1.208,17.5,20.458,30.3,27.0,23.1
2011-07-04,1.652,86.0,70.708,51.0,3.958,5.167,1.208,24.739,29.542,32.9,28.792,25.8
2011-07-05,2.5,96.0,74.583,51.0,10.783,11.565,0.783,13.042,17.083,32.4,27.233,23.6
2011-07-06,3.292,90.0,66.542,43.0,14.583,15.875,1.292,20.125,23.125,31.8,27.238,24.0
2011-07-07,2.0,96.0,79.957,65.0,9.913,12.087,2.174,11.391,13.043,28.2,25.708,22.7
2011-07-08,2.583,96.0,75.333,59.0,14.25,17.958,3.708,12.958,14.75,31.7,27.933,24.7
2011-07-09,3.292,90.0,72.583,58.0,18.167,30.292,12.125,16.833,20.208,32.2,29.275,27.0
2011-07-10,1.739,96.0,73.708,50.0,7.875,9.917,2.042,11.5,12.583,32.9,28.525,24.8
2011-07-11,1.833,95.0,75.458,49.0,10.13,14.435,4.304,10.875,12.208,32.7,28.375,25.1
2011-07-12,1.542,96.0,78.556,50.0,8.5,13.667,5.167,9.25,11.958,30.5,27.094,24.6
2011-07-13,1.75,86.0,69.458,53.0,9.958,14.25,4.292,11.708,13.333,32.0,28.512,25.7
2011-07-14,1.826,87.0,63.5,45.0,10.391,13.957,3.565,11.458,12.217,33.1,29.05,25.4
2011-07-15,2.333,95.0,65.542,42.0,12.833,16.042,3.208,13.708,15.792,35.0,29.388,24.9
2011-07-16,1.696,96.0,69.75,40.0,8.542,10.583,2.042,15.958,17.542,34.1,28.575,24.9
2011-07-17,1.708,92.0,68.792,47.0,6.435,8.565,2.13,14.542,16.667,34.0,29.154,24.9
2011-07-18,1.167,96.0,75.167,55.0,5.25,7.5,2.25,12.958,17.625,33.0,29.142,26.8
2011-07-19,1.208,97.0,94.042,87.0,5.167,8.458,3.292,10.167,23.5,27.5,26.712,25.9
2011-07-20,1.667,97.0,91.417,76.0,5.458,6.958,1.5,10.875,30.125,28.8,25.167,20.1
2011-07-21,1.522,97.0,73.042,53.0,6.783,7.609,0.826,6.0,15.391,22.2,19.775,17.7
2011-07-22,1.87,74.0,58.375,47.0,8.625,9.667,1.042,8.333,11.833,24.2,20.842,17.3
2011-07-23,1.833,77.0,65.375,53.0,8.087,9.217,1.13,7.5,10.417,28.5,23.338,18.1
2011-07-24,2.167,93.0,74.917,58.0,7.5,8.75,1.25,10.833,13.792,28.5,25.433,22.1
2011-07-25,2.083,95.0,72.125,52.0,8.042,9.167,1.125,14.125,17.958,30.5,27.15,23.9
2011-07-26,2.542,81.0,72.625,63.0,13.625,15.667,2.042,10.0,11.125,29.3,26.783,24.8
2011-07-27,3.652,94.0,73.042,51.0,24.261,29.739,5.478,14.174,16.043,31.8,27.962,25.2
2011-07-28,4.261,97.0,86.625,67.0,26.542,28.75,2.208,18.667,25.667,29.2,26.0,23.9
2011-07-29,4.083,97.0,86.417,59.0,17.217,20.739,3.522,22.417,29.917,29.3,26.208,24.3
2011-07-30,2.75,97.0,84.667,55.0,12.167,13.208,1.042,8.958,13.833,28.8,25.079,23.1
2011-07-31,2.333,97.0,93.708,86.0,5.833,6.75,0.917,11.0,18.625,23.6,22.404,21.7
2011-08-01,2.875,97.0,73.958,54.0,11.958,13.75,1.792,16.875,21.5,27.3,24.088,21.4
2011-08-02,3.583,94.0,76.667,53.0,17.833,20.625,2.792,19.875,26.167,28.8,25.167,22.3
2011-08-03,3.435,97.0,82.625,53.0,15.583,19.542,3.958,20.625,26.417,30.5,25.879,23.2
2011-08-04,2.087,97.0,81.0,61.0,10.773,14.727,3.955,10.957,15.304,29.7,26.588,23.8
2011-08-05,1.833,97.0,81.0,56.0,7.417,11.792,4.375,6.478,10.5,31.1,27.196,24.3
2011-08-06,2.375,95.0,73.75,50.0,10.417,14.917,4.5,10.792,15.833,32.8,28.788,25.6
2011-08-07,2.833,96.0,77.792,45.0,9.833,10.875,1.042,14.25,19.042,34.5,28.267,24.8
2011-08-08,2.875,97.0,75.958,53.0,11.667,13.75,2.083,15.5,20.417,33.4,28.538,24.0
2011-08-09,2.565,90.0,71.625,47.0,12.958,15.208,2.25,18.125,22.792,35.4,29.95,26.3
2011-08-10,2.5,97.0,71.75,47.0,11.783,14.174,2.391,23.333,29.375,35.0,30.717,26.6
2011-08-11,3.435,90.0,73.609,41.0,18.739,20.957,2.217,23.917,31.696,37.1,30.546,27.4
2011-08-12,3.417,86.0,65.625,40.0,11.375,12.333,0.958,24.75,30.292,35.7,30.679,27.4
2011-08-13,3.208,95.0,73.667,45.0,8.583,8.833,0.25,31.792,40.167,34.6,29.679,27.2
2011-08-14,2.875,96.0,70.75,48.0,6.25,6.708,0.458,29.292,37.25,34.4,29.925,26.8
2011-08-15,2.435,80.0,65.792,48.0,7.583,8.25,0.667,19.083,21.958,34.7,30.292,26.8
2011-08-16,2.958,87.0,69.125,53.0,7.87,9.0,1.13,21.833,29.292,33.9,30.529,26.9
2011-08-17,3.083,84.0,66.5,50.0,9.083,10.0,0.917,21.5,24.583,34.7,30.921,27.1
2011-08-18,2.783,82.0,64.25,47.0,11.826,14.348,2.522,25.043,31.696,37.1,32.058,28.2
2011-08-19,2.458,97.0,89.042,73.0,10.792,11.542,0.75,9.083,14.042,30.4,24.962,21.4
2011-08-20,2.292,97.0,81.458,66.0,10.542,10.917,0.375,5.625,8.958,24.6,22.838,21.6
2011-08-21,2.087,97.0,96.708,95.0,5.083,5.083,0.0,2.833,6.083,21.3,19.842,18.8
2011-08-22,2.625,97.0,92.125,81.0,15.261,16.826,1.565,5.667,9.375,22.8,21.017,19.2
2011-08-23,2.875,97.0,87.708,63.0,13.25,16.042,2.792,12.792,17.333,29.6,24.767,21.5
2011-08-24,1.958,97.0,82.292,60.0,9.458,15.375,5.917,10.208,14.958,30.7,26.683,22.9
2011-08-25,2.087,97.0,89.75,71.0,10.522,20.391,9.87,3.667,7.913,28.2,25.517,24.2
2011-08-26,2.708,97.0,85.792,52.0,10.708,20.667,9.958,8.292,12.5,31.4,25.454,22.7
2011-08-27,2.522,97.0,84.875,68.0,12.25,14.125,1.875,8.333,14.0,26.4,23.925,22.2
2011-08-28,2.458,95.0,68.625,46.0,8.957,9.391,0.435,10.125,13.125,30.5,25.996,21.7
2011-08-29,2.042,96.0,69.5,46.0,10.167,11.417,1.25,10.125,12.333,30.7,26.388,22.7
2011-08-30,1.958,97.0,69.958,38.0,9.542,10.875,1.333,9.083,12.292,31.7,26.075,22.2
2011-08-31,2.261,97.0,77.25,59.0,11.652,15.348,3.696,9.435,12.435,30.0,26.175,21.5
2011-09-01,2.042,97.0,80.583,60.0,10.542,17.792,7.25,9.75,15.917,31.0,28.246,25.8
2011-09-02,2.13,97.0,83.542,66.0,7.375,13.083,5.708,11.625,19.0,30.2,27.788,25.8
2011-09-03,1.0,97.0,80.875,68.0,3.087,4.304,1.217,13.542,23.458,29.5,27.6,25.7
2011-09-04,1.167,97.0,78.583,61.0,4.0,5.125,1.125,9.833,18.792,28.6,26.588,22.7
2011-09-05,2.917,97.0,91.625,74.0,16.792,22.917,6.125,8.583,13.75,27.2,24.692,22.4
2011-09-06,1.833,88.0,64.792,41.0,10.625,10.875,0.25,7.5,13.792,28.7,24.817,22.1
2011-09-07,2.583,92.0,65.5,38.0,13.583,13.792,0.208,13.75,14.833,30.2,24.396,20.5
