date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,84.333,63.0,5.133,5.481,0.4785,,4.333,93.0,72.792,51.0
2011-01-02,99.0,68.542,51.0,3.75,5.25,1.479,,1.25,78.0,52.417,5.0
2011-01-03,99.0,70.042,48.0,4.0835,4.521,0.4585,,5.5,77.0,60.292,39.0
2011-01-04,99.0,80.25,59.0,3.4165,3.9795,0.5415,,2.708,57.0,35.792,21.0
2011-01-05,63.0,55.833,44.0,2.8215,3.9195,1.14,,1.095,75.0,55.042,42.0
2011-01-06,97.0,67.542,46.0,6.375,8.708,2.3545,,1.208,81.0,60.375,39.0
2011-01-07,99.0,82.583,64.0,3.9585,6.167,2.2705,,0.25,71.0,44.75,22.0
2011-01-08,97.0,62.208,38.0,3.479,5.2915,1.7080000000000002,,0.458,110.0,70.833,38.0
2011-01-09,92.0,60.75,47.0,7.0489999999999995,8.261,1.3185,,7.292,96.0,83.375,72.0
2011-01-10,95.0,74.125,57.0,11.125,14.520499999999998,3.3125,,6.417,87.0,70.5,56.0
2011-01-11,99.0,69.333,51.0,4.2085,5.1875,1.0,,1.708,76.0,50.875,14.0
2011-01-12,99.0,84.542,52.0,7.125,10.1875,3.0,,0.75,72.0,38.5,9.0
2011-01-13,78.0,63.25,51.0,4.842499999999999,5.854,1.009,,5.476,77.0,62.0,45.0
2011-01-14,77.0,54.917,48.0,5.542,6.5625,1.0415,,3.583,94.0,72.958,39.0
2011-01-15,83.0,64.875,51.0,5.2915,7.25,1.9375,,1.167,87.0,65.917,33.0
2011-01-16,88.0,76.708,67.0,6.125,8.833,2.7705,,0.667,71.0,50.833,32.0
2011-01-17,89.0,65.792,46.0,5.6935,8.76,3.046,,0.25,117.0,67.875,29.0
2011-01-18,81.0,61.208,45.0,10.125,15.2915,5.25,,0.833,118.0,76.958,25.0
2011-01-19,99.0,96.375,87.0,7.0835,10.104,3.0205,,0.75,88.0,74.292,62.0
2011-01-20,94.0,77.042,58.0,5.4375,8.2705,2.8335,,0.208,117.0,85.333,62.0
2011-01-21,97.0,80.625,57.0,6.021,8.676,2.7675,,0.333,120.0,75.792,41.0
2011-01-22,99.0,84.542,56.0,4.9165,7.208,2.1665,,0.708,92.0,68.542,37.0
2011-01-23,96.0,63.125,48.0,1.6875,2.3545,0.604,,0.25,74.0,50.292,27.0
2011-01-24,89.0,60.167,52.0,1.8544999999999998,2.625,0.8125,,1.167,29.0,21.5,12.0
2011-01-25,85.0,63.625,47.0,2.625,3.4435000000000002,0.8225,,2.208,33.0,20.458,8.0
2011-01-26,99.0,62.917,48.0,2.5,3.7085,1.104,,2.0,51.0,27.5,-1.0
2011-01-27,99.0,72.5,50.0,5.771,7.1875,1.375,,3.625,70.0,47.208,28.0
2011-01-28,99.0,65.417,47.0,5.125,6.896,1.729,,2.792,84.0,57.042,23.0
2011-01-29,99.0,77.458,48.0,3.6135,5.083,1.4820000000000002,,1.714,71.0,44.958,24.0
2011-01-30,99.0,67.375,39.0,3.854,5.7705,1.979,,0.625,68.0,41.875,14.0
2011-01-31,60.0,48.042,39.0,5.3125,7.1875,1.8955000000000002,,2.917,69.0,49.75,26.0
2011-02-01,95.0,64.208,50.0,3.0205,3.625,0.729,,3.25,79.0,40.75,12.0
2011-02-02,99.0,82.167,53.0,1.907,2.812,0.971,,0.917,18.0,-7.125,-32.0
2011-02-03,83.0,77.125,68.0,3.9095000000000004,4.9305,0.9795,,1.167,29.0,15.583,-5.0
2011-02-04,80.0,60.167,50.0,4.079000000000001,4.5,0.371,,5.292,70.0,48.5,26.0
2011-02-05,84.0,68.875,51.0,8.034500000000001,10.097000000000001,2.118,,3.875,93.0,57.75,22.0
2011-02-06,99.0,88.75,72.0,11.372,16.729,5.375,,2.476,105.0,67.208,22.0
2011-02-07,99.0,72.167,46.0,3.9375,4.9165,1.083,,1.75,93.0,66.167,30.0
2011-02-08,82.0,61.667,53.0,2.3409999999999997,3.234,0.7050000000000001,,0.938,27.0,8.583,-11.0
2011-02-09,91.0,61.875,50.0,2.3215,3.3095,0.896,,0.81,29.0,19.083,8.0
2011-02-10,96.0,62.958,46.0,4.6405,6.9005,2.212,,0.625,67.0,41.542,15.0
2011-02-11,75.0,55.333,44.0,2.602,3.4915,0.853,,0.417,68.0,48.083,24.0
2011-02-12,79.0,54.25,44.0,4.6875,6.4375,1.8125,,1.25,81.0,54.125,20.0
2011-02-13,99.0,94.292,75.0,11.083,16.0415,5.0,,0.5,64.0,43.417,27.0
2011-02-14,99.0,96.542,90.0,14.4795,22.9585,8.4585,,0.667,101.0,70.292,42.0
2011-02-15,99.0,88.75,74.0,7.854,11.646,3.792,,0.5,102.0,61.5,24.0
2011-02-16,90.0,63.708,42.0,3.9415,5.9544999999999995,2.057,,0.375,79.0,48.917,21.0
2011-02-17,73.0,57.458,39.0,2.417,3.354,1.1665,,1.458,59.0,29.25,9.0
2011-02-18,99.0,85.542,55.0,3.9585,5.248,1.4565000000000001,,0.833,20.0,-0.5,-29.0
2011-02-19,99.0,83.125,59.0,7.375,9.375,2.1875,,0.708,31.0,0.375,-37.0
2011-02-20,88.0,67.542,45.0,7.625,10.5625,3.0835,,1.083,90.0,39.542,-7.0
2011-02-21,99.0,75.625,53.0,10.8125,15.5625,4.854,,2.333,98.0,65.625,32.0
2011-02-22,99.0,88.5,61.0,10.426,14.2975,4.003,,1.381,111.0,69.333,11.0
2011-02-23,99.0,79.292,56.0,4.396,5.875,1.375,,1.625,136.0,99.958,78.0
2011-02-24,84.0,64.917,43.0,6.333,8.6875,2.396,,2.792,113.0,78.083,44.0
2011-02-25,97.0,84.292,65.0,5.2295,6.8955,1.6044999999999998,,0.875,95.0,78.833,63.0
2011-02-26,93.0,71.5,56.0,4.2425,5.975,1.815,,0.042,59.0,42.625,10.0
2011-02-27,99.0,75.792,47.0,5.042,8.1875,3.1875,,0.083,85.0,40.792,5.0
2011-02-28,99.0,71.5,42.0,6.167,9.146,3.0205,,0.625,88.0,43.458,2.0
2011-03-01,99.0,86.542,68.0,9.163499999999999,13.393,4.25,,1.0,113.0,81.917,33.0
2011-03-02,99.0,89.75,78.0,6.7915,8.6665,1.9580000000000002,,0.583,107.0,92.688,80.0
2011-03-03,85.0,68.833,46.0,4.4165,6.3125,1.875,,0.5,139.0,91.875,64.0
2011-03-04,98.0,83.542,65.0,4.542,6.375,1.9165,,0.042,83.0,64.708,48.0
2011-03-05,97.0,93.417,84.0,9.498000000000001,12.675999999999998,3.3675,,0.417,117.0,97.625,72.0
2011-03-06,96.0,82.5,64.0,5.604,6.4585,0.771,,0.542,149.0,117.25,92.0
2011-03-07,86.0,65.375,55.0,9.468,11.581,2.1985,,3.375,116.0,98.0,73.0
2011-03-08,90.0,69.125,46.0,7.7915,10.583,2.7085,,1.458,126.0,87.667,45.0
2011-03-09,84.0,69.75,60.0,5.282500000000001,7.4405,2.1995,,0.952,111.0,87.75,59.0
2011-03-10,97.0,83.5,49.0,5.9795,7.979,2.0415,,0.042,93.0,62.0,21.0
2011-03-11,90.0,67.042,36.0,2.8335,4.042,1.0,,1.833,80.0,45.333,14.0
2011-03-12,94.0,74.625,60.0,2.521,3.8125,1.2915,,0.875,45.0,32.875,15.0
2011-03-13,89.0,68.958,45.0,5.2805,7.3525,2.1365,,0.708,80.0,42.25,9.0
2011-03-14,85.0,61.25,41.0,5.979,8.6045,2.4375,,2.25,116.0,71.0,4.0
2011-03-15,85.0,66.75,54.0,5.667,7.542,1.9165,,3.0,114.0,88.542,33.0
2011-03-16,98.0,71.833,46.0,11.708,15.729,4.125,,2.042,137.0,93.458,32.0
2011-03-17,98.0,82.292,58.0,3.527,4.247,0.8065,,0.238,187.0,147.75,119.0
2011-03-18,96.0,89.583,75.0,7.208,8.6045,1.479,,0.25,123.0,115.625,107.0
2011-03-19,82.0,61.458,43.0,4.375,6.1875,1.8125,,0.042,89.0,69.042,28.0
2011-03-20,86.0,67.583,51.0,5.6875,7.375,1.7915,,0.5,99.0,57.708,17.0
2011-03-21,93.0,67.375,39.0,5.259,7.229,1.949,,0.458,110.0,67.792,27.0
2011-03-22,98.0,74.542,42.0,9.875,12.4795,2.708,,1.167,129.0,86.25,21.0
2011-03-23,99.0,93.625,81.0,6.2085,8.1665,1.896,,0.708,132.0,106.458,78.0
2011-03-24,91.0,62.458,41.0,2.271,2.729,0.354,,1.417,134.0,94.042,73.0
2011-03-25,73.0,47.792,38.0,2.104,2.771,0.625,,0.524,90.0,73.667,54.0
2011-03-26,97.0,64.208,39.0,4.646,5.9375,1.3125,,0.792,96.0,57.583,18.0
2011-03-27,67.0,55.875,42.0,6.229,7.604,1.4165,,3.292,147.0,111.042,68.0
2011-03-28,88.0,66.333,47.0,5.854,6.9375,1.0625,,2.417,149.0,121.0,63.0
2011-03-29,85.0,49.5,28.0,6.4565,8.657499999999999,2.202,,1.458,186.0,123.333,32.0
2011-03-30,61.0,46.292,38.0,2.6875,3.354,0.646,,4.083,234.0,191.667,167.0
2011-03-31,96.0,58.625,31.0,2.604,3.3125,0.667,,1.083,165.0,106.75,80.0
2011-04-01,74.0,56.0,36.0,8.521,10.6665,2.1665,,1.0,178.0,110.292,41.0
2011-04-02,88.0,73.167,40.0,5.1045,6.646,1.5835,,1.273,140.0,112.625,69.0
2011-04-03,87.0,62.833,44.0,2.2915,3.7915,1.4585,,,117.0,84.375,50.0
2011-04-04,75.0,59.875,46.0,3.115,4.9515,1.8860000000000001,,0.2,122.0,81.083,42.0
2011-04-05,87.0,68.333,44.0,6.0205,8.396,2.4165,,0.583,147.0,88.458,24.0
2011-04-06,86.0,61.208,40.0,8.5,11.625,3.1045,,1.917,177.0,121.042,50.0
2011-04-07,81.0,59.833,42.0,4.125,5.375,1.25,,0.792,222.0,177.542,107.0
2011-04-08,99.0,92.625,69.0,7.393,9.244,1.8065,,0.429,183.0,140.833,120.0
2011-04-09,97.0,73.125,57.0,4.271,5.2915,1.021,,0.583,158.0,129.708,81.0
2011-04-10,72.0,55.417,38.0,7.5835,9.042,1.3335,,2.125,175.0,125.625,65.0
2011-04-11,98.0,76.208,32.0,6.7085,7.854,1.1044999999999998,,2.333,155.0,110.625,56.0
2011-04-12,93.0,65.792,48.0,5.7145,7.744,2.0515,,0.917,152.0,103.125,32.0
2011-04-13,73.0,55.0,38.0,5.0120000000000005,6.0120000000000005,1.027,,2.792,161.0,138.042,114.0
2011-04-14,75.0,57.792,44.0,6.75,8.25,1.5,,4.0,169.0,145.833,122.0
2011-04-15,97.0,74.542,53.0,7.375,10.292,2.917,,1.042,211.0,175.458,157.0
2011-04-16,87.0,70.208,56.0,3.958,4.9495000000000005,1.006,,0.524,195.0,124.958,60.0
2011-04-17,92.0,71.167,48.0,4.1455,5.9375,1.6669999999999998,,0.417,162.0,100.0,22.0
2011-04-18,97.0,78.5,60.0,5.1875,6.5,1.3125,,1.167,147.0,117.083,85.0
2011-04-19,99.0,89.458,80.0,1.391,2.0869999999999997,0.6305,,0.042,101.0,88.083,70.0
2011-04-20,89.0,68.542,53.0,4.3309999999999995,6.0875,1.7155,,0.208,131.0,102.25,69.0
2011-04-21,91.0,69.458,43.0,6.375,8.125,1.8125,,1.208,172.0,130.417,60.0
2011-04-22,77.0,66.417,54.0,7.8125,9.9795,2.2085,,1.875,196.0,163.75,114.0
2011-04-23,99.0,73.875,53.0,3.5415,4.3335,0.875,,0.5,183.0,130.792,111.0
2011-04-24,68.0,58.0,46.0,3.801,4.547499999999999,0.765,,1.476,156.0,138.833,124.0
2011-04-25,74.0,60.958,39.0,4.589,5.3635,0.8145,,1.696,158.0,140.917,122.0
2011-04-26,90.0,61.958,39.0,7.4585,8.9375,1.521,,1.542,246.0,178.542,115.0
2011-04-27,98.0,70.917,50.0,5.7705,6.646,0.8955,,1.583,259.0,181.042,123.0
