date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,196.625,98.0,74.278,49.0,19.514,16.089,23.786,7.696,,0.375,11.222,8.067,2.724,-1.367,216.139,6.771
2011-01-02,192.778,99.0,67.667,37.0,14.597,11.232,16.583,5.351,,0.318,5.701,10.5,3.553,-1.433,207.375,5.146
2011-01-03,192.236,85.667,58.125,27.0,12.889,12.887,18.853,5.966,,0.064,2.618,10.267,2.762,-3.9,205.125,5.354
2011-01-04,193.544,93.0,69.667,44.667,15.517,15.406,24.43,9.024,,0.636,4.566,8.567,2.262,-2.933,209.061,5.996
2011-01-05,196.82,86.667,59.097,30.0,19.258,19.287,40.259,20.972,,0.304,3.66,8.3,1.554,-4.133,216.077,6.674
2011-01-06,197.207,97.333,72.583,35.667,22.519,25.35,57.258,31.908,,0.542,6.674,8.833,1.95,-4.2,219.726,7.095
2011-01-07,195.639,98.667,63.472,25.667,16.181,18.113,37.119,19.006,,0.416,3.924,8.533,2.008,-2.867,211.819,5.458
2011-01-08,196.278,88.333,59.583,31.333,14.347,13.351,21.351,8.0,,0.166,2.826,8.7,2.511,-4.133,210.625,4.938
2011-01-09,196.611,93.667,71.639,49.333,19.403,20.47,35.161,14.691,,0.514,10.403,8.367,2.878,-1.833,216.014,5.917
2011-01-10,197.486,99.0,79.514,48.667,22.472,28.009,58.202,30.193,,0.721,14.035,8.967,2.796,-2.933,219.958,7.0
2011-01-11,193.923,99.333,68.222,40.667,16.024,17.448,40.14,22.691,,0.829,10.131,9.0,3.185,-1.333,209.948,5.84
2011-01-12,195.083,83.667,54.972,32.667,17.181,23.123,41.591,18.469,,0.915,5.125,6.033,1.106,-4.667,212.264,5.413
2011-01-13,196.611,95.667,72.514,39.667,24.779,28.861,67.769,38.907,,0.834,11.243,10.067,2.244,-4.033,221.39,7.638
2011-01-14,197.639,99.0,70.458,40.0,20.0,22.274,48.423,26.149,,0.834,8.194,7.0,1.383,-3.767,217.639,7.458
2011-01-15,199.847,95.333,77.486,56.333,20.986,20.125,33.833,13.708,,0.646,12.674,4.9,0.653,-3.533,220.833,6.916
2011-01-16,196.653,91.667,68.014,50.0,18.597,23.696,36.077,12.381,,1.044,13.25,4.267,1.744,-1.033,215.25,6.312
2011-01-17,195.736,88.667,66.458,46.667,19.278,23.355,37.725,14.37,,0.885,15.406,6.5,2.114,-2.067,215.014,5.718
2011-01-18,199.304,98.667,77.917,53.0,31.089,35.041,80.612,45.572,,1.282,20.52,7.567,1.586,-4.533,230.393,8.11
2011-01-19,196.514,99.0,82.097,51.0,23.875,24.11,51.097,26.987,,0.875,16.965,8.5,3.772,-1.567,220.389,6.174
2011-01-20,190.37,99.0,96.111,84.333,9.399,8.542,10.731,2.19,,0.166,6.389,2.2,1.311,0.467,199.769,3.789
2011-01-21,189.264,99.0,97.806,93.333,10.028,10.69,14.321,3.631,,0.021,2.5,3.167,2.069,0.867,199.292,4.208
2011-01-22,191.347,99.0,94.139,80.667,16.153,12.042,22.911,10.869,,0.084,6.729,7.833,4.432,1.367,207.5,5.625
2011-01-23,195.264,99.333,95.167,80.667,28.264,23.786,63.107,39.321,,0.386,10.354,6.467,3.256,-0.067,223.528,7.75
2011-01-24,192.68,98.0,83.32,54.0,17.528,19.863,31.749,11.887,,0.234,6.308,3.367,0.081,-3.167,210.208,4.852
2011-01-25,192.855,99.0,73.375,34.667,15.833,21.328,49.546,28.219,,0.174,5.156,7.633,1.228,-3.867,208.687,5.767
2011-01-26,194.917,93.333,69.111,37.333,16.292,22.766,50.304,27.538,,0.625,6.549,4.7,-0.228,-4.4,211.208,6.536
2011-01-27,196.028,96.333,71.097,42.667,16.9,23.795,51.297,27.502,,0.729,8.194,5.433,-0.046,-5.4,212.928,6.63
2011-01-28,195.827,98.667,65.792,39.667,17.52,16.861,31.215,14.354,,0.854,8.097,4.7,-0.265,-4.467,213.347,5.084
2011-01-29,193.834,87.0,55.389,27.667,10.042,11.264,15.424,4.16,,0.396,5.264,5.767,0.706,-3.5,203.875,4.354
2011-01-30,195.667,91.667,63.583,31.333,15.264,21.535,43.25,21.716,,0.539,5.958,5.633,-0.389,-6.3,210.931,5.646
2011-01-31,196.875,97.667,68.639,42.333,18.209,24.868,55.162,30.295,,0.837,7.674,7.767,0.718,-5.7,215.083,6.188
2011-02-01,193.44,98.0,63.633,31.667,13.465,18.766,40.191,21.426,,1.852,9.463,10.667,2.316,-5.267,206.904,5.848
2011-02-02,193.764,92.0,51.306,28.333,11.653,17.931,35.508,17.577,,1.0,3.535,4.0,-0.133,-4.9,205.417,5.478
2011-02-03,195.714,92.0,59.625,31.333,15.062,23.677,46.951,23.274,,1.062,5.451,5.367,0.09,-5.833,210.776,6.426
2011-02-04,195.528,92.0,59.958,31.333,20.167,28.806,55.292,26.486,,0.77,11.167,10.1,2.239,-5.167,215.695,6.812
2011-02-05,197.698,97.333,74.264,43.0,18.992,22.361,37.764,15.403,,1.354,13.618,8.0,2.046,-3.967,216.69,7.188
2011-02-06,202.917,99.0,96.5,87.0,28.75,31.452,66.521,35.069,,0.75,32.577,4.5,2.722,-0.233,231.666,8.708
2011-02-07,197.24,99.333,97.222,90.333,32.311,26.816,58.422,31.606,,0.504,20.024,9.133,6.543,3.8,229.551,8.156
2011-02-08,193.861,98.333,71.014,42.0,15.664,17.401,27.184,9.783,,0.597,6.92,7.167,4.083,-0.967,209.525,5.32
2011-02-09,195.555,84.0,47.139,23.333,17.819,21.957,43.995,22.038,,0.542,4.653,7.333,2.094,-2.9,213.375,5.742
2011-02-10,196.292,91.667,68.111,39.667,20.564,24.852,49.643,24.791,,0.834,10.583,8.067,2.392,-3.567,216.856,6.13
2011-02-11,196.111,99.0,61.597,37.333,15.75,17.173,27.53,10.423,,0.812,8.215,7.267,2.658,-3.333,211.861,5.146
2011-02-12,196.528,93.333,59.57,30.667,14.458,13.292,20.345,7.054,,0.416,6.771,8.767,2.16,-3.0,210.986,5.021
2011-02-13,198.583,90.0,64.097,42.333,20.861,26.803,46.226,19.423,,0.81,15.493,7.6,2.572,-2.767,219.444,6.167
2011-02-14,195.093,99.0,88.014,69.333,22.178,26.554,41.823,15.269,,0.932,25.439,5.133,3.692,0.833,217.271,6.304
2011-02-15,192.467,99.0,74.069,47.0,17.662,18.917,35.799,16.882,,0.834,12.43,10.433,5.653,3.233,210.129,6.104
2011-02-16,192.306,94.0,68.097,50.667,15.653,22.747,28.607,5.86,,0.729,11.249,3.0,1.833,0.8,207.958,4.609
