date,NO2_mean,NOX_mean,NO_mean
2011-01-01,7.041666666666667,8.041666666666666,1.0
2011-01-02,3.75,4.75,1.0
2011-01-03,2.590909090909091,3.590909090909091,1.0
2011-01-04,4.708333333333333,5.708333333333333,1.0
2011-01-05,5.375,6.375,1.0
2011-01-06,12.375,13.791666666666666,1.4166666666666667
2011-01-07,7.333333333333333,8.416666666666666,1.0833333333333333
2011-01-08,11.458333333333334,12.458333333333334,1.0
2011-01-09,5.916666666666667,6.916666666666667,1.0
2011-01-10,14.818181818181818,17.727272727272727,2.909090909090909
2011-01-11,8.166666666666666,10.291666666666666,2.125
2011-01-12,12.625,15.833333333333334,3.2083333333333335
2011-01-13,7.5,9.833333333333334,2.3333333333333335
2011-01-14,5.75,7.833333333333333,2.0833333333333335
2011-01-15,5.625,7.0,1.375
2011-01-16,15.458333333333334,18.375,2.9166666666666665
2011-01-17,15.590909090909092,21.818181818181817,6.2272727272727275
2011-01-18,18.041666666666668,25.625,7.583333333333333
2011-01-19,15.708333333333334,20.708333333333332,5.0
2011-01-20,6.666666666666667,7.666666666666667,1.0
2011-01-21,9.791666666666666,11.083333333333334,1.2916666666666667
2011-01-22,8.583333333333334,10.0,1.4166666666666667
2011-01-23,10.782608695652174,14.173913043478262,3.391304347826087
2011-01-24,9.818181818181818,11.5,1.6818181818181819
2011-01-25,8.958333333333334,10.25,1.2916666666666667
2011-01-26,6.75,7.791666666666667,1.0416666666666667
2011-01-27,9.458333333333334,10.5,1.0416666666666667
2011-01-28,7.458333333333333,8.458333333333334,1.0
2011-01-29,3.8333333333333335,4.833333333333333,1.0
2011-01-30,8.875,10.083333333333334,1.2083333333333333
2011-01-31,10.272727272727273,11.772727272727273,1.5
2011-02-01,14.666666666666666,18.25,3.5833333333333335
2011-02-02,7.086956521739131,8.347826086956522,1.2608695652173914
2011-02-03,7.909090909090909,9.227272727272727,1.3181818181818181
2011-02-04,6.842105263157895,7.842105263157895,1.0
2011-02-05,8.416666666666666,9.458333333333334,1.0416666666666667
2011-02-06,22.291666666666668,27.291666666666668,5.0
2011-02-07,7.875,10.625,2.75
2011-02-08,4.291666666666667,5.75,1.4583333333333333
2011-02-09,5.125,6.375,1.25
2011-02-10,5.636363636363637,7.0,1.3636363636363635
2011-02-11,3.6666666666666665,4.708333333333333,1.0416666666666667
2011-02-12,5.25,6.25,1.0
2011-02-13,16.55,21.45,4.9
2011-02-15,18.375,24.75,6.375
2011-02-16,18.875,27.5,8.625
2011-02-17,6.409090909090909,7.5,1.0909090909090908
2011-02-18,4.833333333333333,5.833333333333333,1.0
2011-02-19,6.916666666666667,7.916666666666667,1.0
2011-02-20,11.25,12.25,1.0
2011-02-21,10.291666666666666,11.458333333333334,1.1666666666666667
2011-02-22,12.833333333333334,13.833333333333334,1.0
2011-02-23,11.291666666666666,13.333333333333334,2.0416666666666665
2011-02-24,16.181818181818183,17.90909090909091,1.7272727272727273
2011-02-25,11.583333333333334,12.958333333333334,1.375
2011-02-26,7.875,9.125,1.25
2011-02-27,13.041666666666666,15.5,2.4583333333333335
2011-02-28,15.333333333333334,16.833333333333332,1.5
2011-03-01,18.458333333333332,27.458333333333332,9.0
2011-03-02,27.363636363636363,38.72727272727273,11.363636363636363
2011-03-03,13.916666666666666,14.916666666666666,1.0
2011-03-04,9.291666666666666,10.333333333333334,1.0416666666666667
2011-03-05,15.291666666666666,16.875,1.5833333333333333
2011-03-06,13.375,15.833333333333334,2.4583333333333335
2011-03-07,14.916666666666666,17.708333333333332,2.7916666666666665
2011-03-08,13.666666666666666,16.208333333333332,2.5416666666666665
2011-03-09,14.363636363636363,15.454545454545455,1.0909090909090908
2011-03-10,14.041666666666666,15.958333333333334,1.9166666666666667
2011-03-11,7.208333333333333,8.375,1.1666666666666667
2011-03-12,5.458333333333333,6.458333333333333,1.0
2011-03-13,6.458333333333333,7.458333333333333,1.0
2011-03-14,12.916666666666666,14.0,1.0833333333333333
2011-03-15,17.75,19.708333333333332,1.9583333333333333
2011-03-16,18.727272727272727,24.09090909090909,5.363636363636363
2011-03-17,16.166666666666668,17.958333333333332,1.7916666666666667
2011-03-18,7.041666666666667,8.166666666666666,1.125
2011-03-19,4.708333333333333,6.0,1.2916666666666667
2011-03-20,8.0,9.166666666666666,1.1666666666666667
2011-03-21,4.458333333333333,5.541666666666667,1.0833333333333333
2011-03-22,6.041666666666667,7.291666666666667,1.25
2011-03-23,18.272727272727273,19.636363636363637,1.3636363636363635
2011-03-24,7.0,8.291666666666666,1.2916666666666667
2011-03-25,3.7083333333333335,4.75,1.0416666666666667
2011-03-26,5.583333333333333,6.583333333333333,1.0
2011-03-27,8.916666666666666,10.0,1.0833333333333333
2011-03-28,17.625,19.458333333333332,1.8333333333333333
2011-03-29,18.791666666666668,21.75,2.9583333333333335
2011-03-30,11.727272727272727,15.681818181818182,3.9545454545454546
2011-03-31,2.2083333333333335,3.5,1.2916666666666667
2011-04-01,21.541666666666668,29.041666666666668,7.5
2011-04-02,14.291666666666666,16.916666666666668,2.625
2011-04-03,9.916666666666666,11.333333333333334,1.4166666666666667
2011-04-04,15.5,18.083333333333332,2.5833333333333335
2011-04-05,18.526315789473685,23.57894736842105,5.052631578947368
2011-04-06,19.583333333333332,23.916666666666668,4.333333333333333
2011-04-07,18.208333333333332,26.75,8.541666666666666
2011-04-08,16.083333333333332,24.833333333333332,8.75
2011-04-09,7.416666666666667,10.375,2.9583333333333335
2011-04-10,10.833333333333334,14.5,3.6666666666666665
2011-04-11,12.916666666666666,18.625,5.708333333333333
2011-04-12,13.666666666666666,15.380952380952381,1.7142857142857142
2011-04-13,14.625,16.125,1.5
2011-04-14,23.458333333333332,28.708333333333332,5.25
2011-04-15,19.416666666666668,27.291666666666668,7.875
2011-04-16,13.333333333333334,16.80952380952381,3.4761904761904763
