date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,93.5,78.0,21.958,35.708,13.75,,4.667,27.125,59.0,24.708,-6.0
2011-01-02,99.0,78.958,53.0,13.708,20.917,7.208,,3.833,15.0,102.0,36.958,-10.0
2011-01-03,74.0,57.083,40.0,10.913,12.913,2.0,,3.333,1.75,95.0,53.0,26.0
2011-01-04,99.0,73.792,49.0,23.846,35.538,11.692,,4.333,9.591,95.0,35.208,-20.0
2011-01-05,92.0,63.667,42.0,14.727,17.091,2.364,,3.913,4.167,77.0,38.625,4.0
2011-01-06,99.0,73.917,45.0,27.333,39.75,12.417,,4.958,10.708,97.0,39.708,-9.0
2011-01-07,99.0,66.333,44.0,12.333,16.667,4.333,,4.0,5.458,81.0,39.0,-9.0
2011-01-08,94.0,68.0,48.0,12.958,15.458,2.5,,4.708,8.0,86.0,39.667,-13.0
2011-01-09,99.0,85.792,62.0,17.083,22.417,5.333,,4.792,17.75,94.0,37.667,-6.0
2011-01-10,99.0,80.292,50.0,22.565,35.13,12.565,,4.792,20.333,92.0,41.917,-23.0
2011-01-11,99.0,89.667,62.0,19.542,31.708,12.167,,5.167,18.792,92.0,35.458,8.0
2011-01-12,99.0,64.417,38.0,18.5,27.417,8.917,,3.583,8.25,66.0,15.208,-22.0
2011-01-13,99.0,74.917,46.0,37.667,79.5,41.833,,5.625,18.708,104.0,32.167,-36.0
2011-01-14,99.0,69.583,48.0,21.375,33.583,12.208,,4.292,6.917,70.0,28.25,-16.0
2011-01-15,98.0,80.083,57.0,24.333,33.167,8.833,,4.5,17.292,68.0,21.0,-19.0
2011-01-16,99.0,83.292,70.0,27.125,49.458,22.333,,4.478,24.083,39.0,19.917,-7.0
2011-01-17,99.0,80.0,54.0,15.174,22.565,7.391,,3.417,12.583,68.0,30.667,-10.0
2011-01-18,99.0,86.5,56.0,33.083,65.583,32.5,,5.458,28.583,86.0,22.417,-25.0
2011-01-19,99.0,93.708,73.0,19.167,34.667,15.5,,5.583,25.5,93.0,40.833,-17.0
2011-01-20,99.0,99.0,99.0,11.25,12.208,0.958,,3.292,19.833,36.0,17.958,10.0
2011-01-21,99.0,99.0,99.0,9.042,9.542,0.5,,2.625,7.125,31.0,22.5,15.0
2011-01-22,99.0,99.0,99.0,11.625,15.5,3.875,,2.542,5.667,64.0,38.167,23.0
2011-01-23,99.0,97.625,89.0,21.792,52.333,30.542,,3.042,12.583,65.0,31.0,1.0
2011-01-24,99.0,88.125,60.0,25.391,36.261,10.87,,3.208,9.333,33.0,5.708,-23.0
2011-01-25,99.0,78.792,36.0,26.875,53.333,26.458,,3.917,17.0,75.0,20.833,-21.0
2011-01-26,99.0,71.125,42.0,21.792,30.292,8.5,,3.667,8.917,48.0,6.25,-22.0
2011-01-27,99.0,83.958,51.0,29.125,75.5,46.375,,4.167,15.458,59.0,0.667,-48.0
2011-01-28,99.0,70.333,41.0,19.125,32.667,13.542,,4.042,15.375,49.0,3.708,-35.0
2011-01-29,71.0,60.875,44.0,7.0,7.792,0.792,,3.417,4.042,47.0,13.542,-6.0
2011-01-30,97.0,65.417,44.0,24.458,41.208,16.75,,3.667,5.542,50.0,9.458,-22.0
2011-01-31,99.0,72.042,41.0,31.913,64.696,32.783,,5.0,15.304,79.0,13.417,-51.0
2011-02-01,99.0,73.417,45.0,26.125,61.333,35.208,,5.5,14.125,120.0,26.208,-43.0
2011-02-02,78.0,57.458,37.0,13.875,16.167,2.292,,5.083,6.792,42.0,10.875,-13.0
2011-02-03,99.0,68.333,36.0,32.167,66.167,34.0,,5.542,12.875,63.0,11.625,-40.0
2011-02-04,99.0,66.25,36.0,29.542,68.208,38.667,,5.292,14.375,100.0,34.583,-35.0
2011-02-05,99.0,83.625,56.0,11.042,12.375,1.333,,5.5,14.417,83.0,38.875,-6.0
2011-02-06,99.0,99.0,99.0,33.292,47.167,13.875,,5.125,43.208,43.0,28.25,-1.0
2011-02-07,99.0,99.0,99.0,28.522,44.522,16.0,,4.083,37.25,83.0,62.625,38.0
2011-02-08,99.0,65.667,47.0,18.208,24.833,6.625,,3.875,6.167,74.0,58.0,21.0
2011-02-09,89.0,53.375,33.0,15.0,17.875,2.875,,4.0,5.667,69.0,30.417,0.0
2011-02-10,99.0,73.417,40.0,28.083,53.25,25.167,,4.667,14.875,89.0,35.792,-10.0
2011-02-11,99.0,66.042,35.0,18.042,26.583,8.542,,3.917,11.417,81.0,31.0,-17.0
2011-02-12,91.0,61.417,41.0,13.833,16.417,2.583,,4.792,9.708,77.0,28.417,-15.0
2011-02-13,99.0,81.083,56.0,24.636,34.5,9.864,,4.652,21.417,79.0,33.292,-17.0
2011-02-14,99.0,97.542,93.0,31.652,45.043,13.391,,5.042,39.042,68.0,47.417,32.0
2011-02-15,99.0,89.625,63.0,31.958,58.833,26.875,,4.583,40.792,98.0,69.042,46.0
2011-02-16,99.0,81.542,63.0,13.5,15.0,1.5,,3.333,13.625,76.0,47.542,16.0
2011-02-17,99.0,87.25,45.0,15.417,20.5,5.083,,3.739,21.25,105.0,39.042,6.0
2011-02-18,99.0,65.792,34.0,9.792,11.542,1.75,,3.583,10.292,56.0,18.5,-13.0
2011-02-19,99.0,62.708,29.0,19.458,24.0,4.542,,4.167,9.5,97.0,32.208,-33.0
2011-02-20,99.0,71.625,33.0,24.875,33.792,8.917,,4.667,16.5,129.0,55.833,-16.0
2011-02-21,99.0,68.917,34.0,31.478,50.261,18.783,,5.458,19.625,161.0,85.792,6.0
2011-02-22,99.0,87.0,70.0,13.417,14.75,1.333,,6.417,16.833,141.0,87.375,32.0
2011-02-23,99.0,97.0,58.0,25.75,34.417,8.667,,4.333,37.958,118.0,74.708,50.0
2011-02-24,99.0,62.583,36.0,11.75,13.042,1.292,,6.917,19.667,161.0,121.667,83.0
2011-02-25,99.0,98.875,97.0,9.5,10.542,1.042,,3.292,15.625,104.0,56.333,33.0
2011-02-26,99.0,74.583,54.0,7.708,8.708,1.0,,2.958,6.292,104.0,67.75,42.0
2011-02-27,73.0,51.25,36.0,9.875,10.792,0.917,,3.217,6.0,81.0,46.917,11.0
2011-02-28,92.0,70.917,46.0,7.565,8.217,0.652,,2.625,7.333,104.0,48.792,0.0
2011-03-01,99.0,93.458,73.0,17.417,20.792,3.375,,3.0,17.75,164.0,94.167,27.0
2011-03-02,99.0,98.458,94.0,13.667,14.917,1.25,,3.292,15.667,102.0,73.125,32.0
2011-03-03,99.0,85.917,59.0,7.542,8.375,0.833,,2.792,11.75,146.0,80.042,28.0
2011-03-04,99.0,87.583,79.0,4.5,4.833,0.333,,2.708,11.625,106.0,70.167,35.0
2011-03-05,99.0,99.0,99.0,23.708,29.125,5.417,,2.417,12.696,90.0,54.875,22.0
2011-03-06,99.0,99.0,99.0,18.87,26.304,7.435,,2.958,17.583,173.0,118.458,84.0
2011-03-07,99.0,85.75,60.0,11.375,13.25,1.875,,3.417,24.417,203.0,144.833,111.0
2011-03-08,99.0,93.75,77.0,7.667,8.125,0.458,,3.5,13.542,128.0,104.458,84.0
2011-03-09,99.0,99.0,99.0,14.792,15.875,1.083,,2.792,16.542,103.0,70.125,47.0
2011-03-10,99.0,98.875,97.0,9.375,9.958,0.583,,2.0,3.708,77.0,48.083,18.0
2011-03-11,99.0,88.75,61.0,9.375,11.208,1.833,,2.958,8.875,153.0,80.708,31.0
2011-03-12,99.0,59.875,29.0,13.875,15.875,2.0,,4.217,5.458,126.0,68.792,30.0
2011-03-13,99.0,63.625,35.0,14.174,16.304,2.13,,4.375,5.042,110.0,67.5,30.0
2011-03-14,99.0,76.167,45.0,14.083,16.25,2.167,,3.875,8.958,145.0,81.0,22.0
2011-03-15,99.0,65.917,31.0,21.708,40.542,18.833,,4.75,16.375,132.0,70.333,20.0
2011-03-16,99.0,73.75,44.0,18.042,25.458,7.417,,4.167,15.25,149.0,65.083,0.0
2011-03-17,99.0,98.958,98.0,33.208,49.75,16.542,,4.208,37.583,88.0,64.958,42.0
2011-03-18,99.0,99.0,99.0,19.958,30.125,10.167,,3.042,27.417,140.0,97.125,66.0
2011-03-19,99.0,56.292,30.0,15.75,19.042,3.292,,3.458,8.375,122.0,89.75,60.0
2011-03-20,99.0,70.333,48.0,16.348,20.826,4.478,,4.458,15.292,184.0,102.75,44.0
2011-03-21,90.0,50.917,33.0,14.458,17.375,2.917,,3.333,4.958,114.0,77.875,37.0
2011-03-22,99.0,68.667,44.0,47.917,84.375,36.458,,5.25,30.917,168.0,96.542,19.0
2011-03-23,99.0,96.875,80.0,32.083,55.25,23.167,,4.208,45.5,158.0,100.5,79.0
2011-03-24,98.0,93.458,71.0,19.208,23.5,4.292,,2.375,9.125,159.0,87.667,59.0
2011-03-25,98.0,61.708,29.0,16.0,23.458,7.458,,3.208,7.167,152.0,92.917,35.0
2011-03-26,96.0,62.708,35.0,25.417,38.708,13.292,,3.25,7.708,123.0,78.333,27.0
2011-03-27,98.0,66.958,32.0,24.739,33.391,8.652,,4.25,10.208,180.0,102.083,30.0
2011-03-28,98.0,66.792,35.0,23.609,33.565,9.957,,4.696,21.208,191.0,113.333,48.0
2011-03-29,90.0,64.0,30.0,16.333,18.5,2.167,,4.125,12.708,200.0,127.25,48.0
2011-03-30,98.0,83.208,63.0,24.167,36.875,12.708,,4.417,17.458,203.0,149.583,99.0
2011-03-31,98.0,89.708,57.0,8.458,10.0,1.542,,3.042,13.875,188.0,142.042,86.0
2011-04-01,98.0,65.417,25.0,20.083,27.0,6.917,,4.583,15.75,162.0,101.917,22.0
2011-04-02,98.0,69.0,30.0,21.542,25.833,4.292,,5.042,27.833,187.0,120.083,59.0
2011-04-03,98.0,71.542,56.0,9.125,9.708,0.583,,3.458,9.583,87.0,68.292,40.0
2011-04-04,98.0,68.042,35.0,11.292,12.625,1.333,,3.583,9.292,131.0,72.333,32.0
2011-04-05,96.0,60.125,30.0,19.727,22.955,3.227,,3.917,10.833,169.0,86.542,2.0
2011-04-06,98.0,63.292,21.0,28.667,44.75,16.083,,6.083,20.583,200.0,125.25,33.0
2011-04-07,98.0,71.167,46.0,25.042,31.417,6.375,,5.875,21.667,201.0,143.958,74.0
2011-04-08,84.0,72.708,53.0,12.042,13.042,1.0,,4.417,13.292,202.0,171.667,151.0
2011-04-09,98.0,96.292,82.0,10.75,11.5,0.75,,3.917,25.375,173.0,151.083,107.0
2011-04-10,98.0,72.667,43.0,5.0,5.333,0.333,,3.875,11.708,174.0,129.125,91.0
2011-04-11,98.0,76.833,27.0,15.708,22.042,6.333,,4.625,21.917,205.0,128.75,66.0
