date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,206.542,5.542,92.0,77.5,61.0,24.5,23.125,28.292,5.167,35.833,,3.333,22.708,81.0,42.917,3.0,231.042
2011-01-02,202.087,3.833,93.0,71.042,41.0,16.696,13.087,16.565,3.478,24.0,,2.125,15.625,102.0,53.667,13.0,218.783
2011-01-03,194.458,2.739,62.0,44.917,32.0,9.083,8.167,9.208,1.042,2.458,,1.708,1.75,96.0,64.0,28.0,203.542
2011-01-04,201.625,3.958,82.0,61.958,46.0,17.042,15.833,23.292,7.458,11.083,,3.043,5.696,101.0,45.083,-11.0,218.667
2011-01-05,196.542,2.583,55.0,43.708,31.0,12.0,11.917,14.0,2.083,4.708,,3.208,1.792,91.0,56.25,33.0,208.542
2011-01-06,201.833,4.5,86.0,58.75,45.0,17.25,24.0,31.917,7.917,18.292,,3.958,12.458,90.0,39.833,-1.0,219.083
2011-01-07,203.792,5.083,91.0,58.583,33.0,21.333,20.208,33.083,12.875,14.208,,3.208,10.75,81.0,32.042,-19.0,225.125
2011-01-08,174.25,3.292,75.0,59.042,39.0,32.25,13.083,14.958,1.875,8.917,,2.208,4.25,93.0,35.208,-18.0,206.5
2011-01-09,,5.333,96.0,71.792,54.0,,23.087,31.783,8.696,26.458,,2.583,13.625,102.0,47.0,11.0,
2011-01-10,,4.522,96.0,74.5,42.0,,18.5,30.958,12.458,22.333,,1.5,11.625,107.0,46.583,-14.0,
2011-01-11,,4.208,94.0,78.417,48.0,,18.0,29.917,11.917,14.864,,2.125,11.875,103.0,44.542,8.0,
2011-01-12,,3.583,72.0,50.875,38.0,,17.042,22.0,4.958,7.125,,2.5,5.083,58.0,21.417,-4.0,
2011-01-13,,6.375,81.0,66.708,43.0,,28.75,58.708,29.958,14.042,,3.667,17.375,106.0,36.958,-24.0,
2011-01-14,,4.042,83.0,60.333,40.0,,19.75,26.333,6.583,8.458,,9.708,5.708,73.0,30.583,-17.0,
2011-01-15,,4.625,79.0,65.458,48.0,,18.5,24.0,5.5,14.125,,2.375,14.417,64.0,22.958,-17.0,
2011-01-16,,2.667,70.0,61.083,53.0,,18.217,22.261,4.043,12.208,,1.435,9.652,47.0,31.083,11.0,
2011-01-17,,3.0,90.0,66.083,47.0,,15.75,20.458,4.708,6.917,,1.417,4.5,69.0,33.125,-10.0,
2011-01-18,,5.333,93.0,77.708,53.0,,26.292,44.875,18.583,12.833,,1.708,16.125,98.0,31.042,-33.0,
2011-01-19,,4.125,87.0,76.458,65.0,,20.208,36.0,15.792,18.667,,2.292,21.417,98.0,52.167,-1.0,
2011-01-20,,2.625,97.0,93.667,75.0,,14.417,16.708,2.292,12.542,,1.458,12.333,57.0,36.375,27.0,
2011-01-21,,4.458,97.0,93.75,88.0,,17.083,20.458,3.375,10.625,,2.042,8.917,39.0,32.417,26.0,
2011-01-22,,4.5,97.0,96.667,96.0,,16.375,20.875,4.5,10.833,,1.25,13.792,70.0,46.208,25.0,
2011-01-23,,5.125,97.0,88.25,67.0,,18.913,37.0,18.087,9.042,,1.167,12.25,87.0,42.0,4.0,
2011-01-24,,3.391,94.0,75.125,47.0,,16.958,21.208,4.25,7.458,,1.333,3.833,45.0,15.458,-7.0,
2011-01-25,,5.333,91.0,72.333,36.0,,23.0,39.958,16.958,11.833,,3.0,12.208,82.0,28.958,-14.0,
2011-01-26,,4.292,90.0,60.875,32.0,,23.5,31.667,8.167,10.208,,3.875,12.833,57.0,14.417,-22.0,
2011-01-27,,5.208,86.0,68.083,42.0,,22.708,39.042,16.333,10.833,,3.083,8.708,72.0,11.25,-46.0,
2011-01-28,,3.708,81.0,57.542,36.0,,17.667,24.542,6.875,10.667,,2.625,8.625,56.0,12.875,-28.0,
2011-01-29,,2.708,61.0,46.542,36.0,,7.375,8.208,0.833,6.25,,2.583,2.833,52.0,20.292,-12.0,
2011-01-30,,3.917,71.0,47.0,35.0,,16.652,21.913,5.261,6.917,,2.696,4.0,58.0,23.5,-14.0,
2011-01-31,,5.261,77.0,57.083,40.0,,26.75,42.625,15.875,9.333,,4.042,9.5,87.0,27.0,-39.0,
2011-02-01,,3.208,76.0,57.583,45.0,,10.458,11.542,1.083,11.542,,4.042,8.25,118.0,57.667,-20.0,
2011-02-02,,2.542,56.0,43.5,32.0,,11.792,14.542,2.75,7.167,,3.167,3.167,54.0,24.208,-1.0,
2011-02-03,,4.75,81.0,53.458,33.0,,23.625,30.958,7.333,8.542,,4.458,8.5,61.0,12.625,-38.0,
2011-02-04,,4.875,90.0,65.125,40.0,,21.375,30.167,8.792,9.333,,4.208,4.708,109.0,37.083,-42.0,
2011-02-05,,4.667,91.0,64.875,46.0,,14.042,16.5,2.458,12.708,,3.5,12.708,89.0,45.125,-12.0,
2011-02-06,,6.042,93.0,92.25,91.0,,36.174,64.609,28.435,24.792,,1.958,39.522,49.0,37.583,21.0,
2011-02-07,,4.043,95.0,93.583,91.0,,22.083,37.417,15.333,17.208,,1.292,27.739,169.0,96.833,47.0,
2011-02-08,,3.542,94.0,61.875,40.0,,15.875,18.667,2.792,7.208,,1.792,5.875,84.0,62.625,37.0,
2011-02-09,,3.125,60.0,42.958,27.0,,20.333,27.833,7.5,6.833,,2.875,2.875,79.0,42.333,5.0,
2011-02-10,,5.417,86.0,63.458,41.0,,25.917,39.0,13.083,10.625,,4.417,9.792,90.0,39.917,-6.0,
2011-02-11,,3.208,89.0,60.208,35.0,,13.542,16.125,2.583,7.875,,2.458,10.5,81.0,40.333,-6.0,
2011-02-12,,3.583,77.0,48.875,36.0,,13.708,15.583,1.875,8.5,,3.125,7.042,91.0,44.583,-1.0,
2011-02-13,,4.417,87.0,64.875,45.0,,23.174,30.348,7.174,16.304,,2.174,11.696,102.0,49.375,-6.0,
2011-02-14,158.0,4.565,94.0,91.375,82.0,25.0,30.625,41.792,11.167,55.625,,1.625,33.958,60.0,50.5,42.0,183.0
2011-02-15,202.357,6.375,94.0,74.917,49.0,29.286,30.667,46.958,16.292,49.667,,3.458,35.333,100.0,69.958,44.0,231.643
2011-02-16,197.75,2.583,92.0,76.167,53.0,11.5,12.625,14.583,1.958,19.042,,1.583,10.833,42.0,20.833,8.0,209.25
2011-02-17,198.583,3.375,93.0,76.458,41.0,14.417,18.083,24.458,6.375,29.917,,2.292,15.875,80.0,29.917,2.0,213.0
2011-02-18,199.375,3.0,88.0,51.958,25.0,9.917,9.875,11.958,2.083,10.958,,2.292,6.833,57.0,16.25,-21.0,209.292
2011-02-19,205.583,3.583,79.0,54.458,27.0,14.917,13.833,16.167,2.333,11.5,,3.292,5.167,67.0,12.5,-44.0,220.5
2011-02-20,208.417,4.667,85.0,60.25,28.0,19.5,20.217,32.348,12.13,17.458,,3.087,11.13,99.0,32.292,-36.0,227.917
2011-02-21,206.682,4.435,91.0,58.0,30.0,20.682,21.5,32.75,11.25,20.667,,5.833,14.583,129.0,57.292,-22.0,227.364
2011-02-22,194.522,3.042,79.0,69.083,61.0,7.739,14.0,16.042,2.042,24.208,,2.958,14.875,90.0,68.375,37.0,202.261
2011-02-23,202.333,6.042,92.0,88.583,58.0,25.375,35.875,54.75,18.875,55.042,,3.833,35.292,96.0,66.375,49.0,227.708
2011-02-24,197.417,4.25,76.0,49.917,30.0,8.0,11.917,13.375,1.458,28.042,,5.167,14.458,143.0,105.25,80.0,205.417
2011-02-25,196.792,3.958,89.0,86.75,77.0,9.75,16.667,19.667,3.0,27.917,,1.542,15.458,94.0,59.458,41.0,206.542
2011-02-26,194.833,3.542,76.0,58.792,42.0,7.625,9.522,10.478,0.957,8.333,,2.167,3.208,80.0,56.917,36.0,202.458
2011-02-27,195.875,3.833,46.0,38.083,28.0,7.833,12.0,14.0,2.0,11.875,,3.565,7.696,87.0,44.667,11.0,203.708
2011-02-28,195.833,2.261,61.0,52.292,45.0,5.917,10.542,12.667,2.125,8.583,,2.25,3.167,53.0,29.333,-6.0,201.75
2011-03-01,194.375,5.125,90.0,86.917,82.0,17.292,24.667,31.125,6.458,28.708,,2.083,23.375,103.0,72.958,32.0,211.667
2011-03-02,190.167,3.083,91.0,89.375,80.0,31.208,17.333,19.917,2.583,18.958,,4.375,9.167,82.0,68.167,42.0,221.375
2011-03-03,191.273,3.042,91.0,73.292,54.0,22.909,8.208,9.208,1.0,16.875,,2.208,9.0,100.0,64.542,36.0,214.182
2011-03-04,190.125,2.167,85.0,70.75,64.0,17.417,4.958,5.333,0.375,17.75,,0.083,9.042,65.0,53.375,38.0,207.542
2011-03-05,192.333,3.792,90.0,89.875,88.0,15.5,27.957,37.348,9.391,20.792,,1.217,12.375,90.0,56.292,30.0,207.833
2011-03-06,,4.261,91.0,88.417,79.0,,18.75,32.375,13.625,24.375,,0.706,28.708,158.0,113.167,86.0,
2011-03-07,,3.125,90.0,75.083,56.0,,9.417,11.625,2.208,18.667,,0.8,18.583,137.0,112.292,99.0,
2011-03-08,,2.5,88.0,78.125,63.0,,11.708,13.083,1.375,18.333,,1.0,12.917,97.0,83.042,67.0,
2011-03-09,,2.625,89.0,88.042,88.0,,13.75,15.75,2.0,15.333,,1.0,10.333,81.0,72.292,57.0,
2011-03-10,,2.167,90.0,86.208,79.0,,7.375,8.208,0.833,4.917,,1.0,3.458,62.0,48.75,32.0,
2011-03-11,,2.417,83.0,73.0,56.0,,6.75,7.625,0.875,12.208,,1.583,4.333,102.0,69.958,37.0,
2011-03-12,,2.875,84.0,47.917,28.0,,14.783,18.043,3.261,7.292,,4.13,4.087,117.0,67.833,20.0,
2011-03-13,,2.696,80.0,43.875,28.0,,14.5,16.708,2.208,7.125,,3.375,1.25,103.0,62.25,24.0,
2011-03-14,,3.0,83.0,64.083,40.0,,14.667,17.25,2.583,11.375,,3.125,5.667,114.0,60.5,18.0,
2011-03-15,,4.583,89.0,56.333,30.0,,17.583,25.792,8.208,21.042,,4.042,15.958,134.0,65.208,4.0,
2011-03-16,191.833,2.875,72.0,58.708,40.0,12.667,12.167,14.958,2.792,16.875,,2.292,10.375,112.0,58.583,-8.0,204.5
