date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,81.0,60.541666666666664,45.0,11.91304347826087,13.08695652173913,1.173913043478261,0.5909090909090909,12.708333333333334,85.0,45.25,18.0
2011-01-02,85.0,61.0,34.0,9.791666666666666,11.041666666666666,1.25,0.375,9.083333333333334,120.0,51.208333333333336,6.0
2011-01-03,72.0,50.458333333333336,25.0,8.208333333333334,8.833333333333334,0.625,0.5416666666666666,6.291666666666667,107.0,43.041666666666664,-8.0
2011-01-04,76.0,59.083333333333336,34.0,10.708333333333334,12.083333333333334,1.375,1.0833333333333333,8.5,121.0,43.875,3.0
2011-01-05,66.0,47.391304347826086,26.0,14.272727272727273,16.636363636363637,2.3636363636363638,1.0,7.391304347826087,102.0,34.95652173913044,-9.0
2011-01-06,80.0,55.041666666666664,33.0,17.041666666666668,20.125,3.0833333333333335,0.9583333333333334,7.916666666666667,104.0,46.166666666666664,-3.0
2011-01-07,91.0,58.083333333333336,25.0,17.291666666666668,22.208333333333332,4.916666666666667,1.0,8.541666666666666,98.0,34.416666666666664,-16.0
2011-01-08,65.0,47.0,30.0,10.043478260869565,10.608695652173912,0.5652173913043478,0.7272727272727273,5.458333333333333,107.0,46.791666666666664,-11.0
2011-01-09,71.0,58.541666666666664,43.0,17.708333333333332,21.333333333333332,3.625,0.7083333333333334,10.791666666666666,90.0,46.666666666666664,6.0
2011-01-10,82.0,67.5,45.0,22.541666666666668,28.416666666666668,5.875,0.625,15.875,103.0,47.875,0.0
2011-01-11,90.0,62.875,39.0,18.666666666666668,23.375,4.708333333333333,0.6666666666666666,10.041666666666666,98.0,46.125,11.0
2011-01-12,67.0,49.333333333333336,31.0,21.708333333333332,28.0,6.291666666666667,0.9583333333333334,8.208333333333334,80.0,24.291666666666668,-15.0
2011-01-13,87.0,65.66666666666667,41.0,25.833333333333332,36.791666666666664,10.958333333333334,0.6666666666666666,10.958333333333334,108.0,37.541666666666664,-21.0
2011-01-14,95.0,69.625,45.0,24.458333333333332,35.708333333333336,11.25,0.7916666666666666,14.041666666666666,74.0,22.208333333333332,-21.0
2011-01-15,87.0,69.66666666666667,49.0,19.391304347826086,23.82608695652174,4.434782608695652,0.36363636363636365,17.0,62.0,21.375,-12.0
2011-01-16,85.0,62.125,47.0,26.333333333333332,33.958333333333336,7.625,0.6666666666666666,16.458333333333332,52.0,29.166666666666668,2.0
2011-01-17,79.0,60.208333333333336,41.0,22.708333333333332,29.041666666666668,6.333333333333333,0.4166666666666667,18.291666666666668,78.0,34.666666666666664,3.0
2011-01-18,81.0,65.625,45.0,29.125,40.75,11.625,0.5833333333333334,21.541666666666668,99.0,39.875,-7.0
2011-01-19,100.0,70.5,48.0,21.541666666666668,27.166666666666668,5.625,0.5,17.458333333333332,94.0,56.333333333333336,18.0
