date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,199.375,4.0,78.0,56.542,44.0,15.792,17.208,19.125,1.917,,0.083,15.333,86.0,47.583,26.0,215.167
2011-01-02,196.75,3.375,78.0,55.708,32.0,14.708,14.208,16.542,2.333,,0.0,12.875,105.0,54.667,27.0,211.458
2011-01-03,191.25,2.375,51.0,38.042,25.0,9.042,6.792,7.833,1.042,,0.0,1.417,100.0,59.125,31.0,200.292
2011-01-04,194.0,3.375,69.0,51.625,37.0,12.375,14.13,16.609,2.478,,0.25,7.0,90.0,44.708,8.0,206.375
2011-01-05,194.417,3.167,56.0,38.0,23.0,11.375,18.125,25.792,7.667,,0.0,3.583,87.0,44.708,-4.0,205.792
2011-01-06,200.227,4.619,74.0,47.708,28.0,19.591,31.636,45.909,14.273,,1.667,11.773,91.0,49.458,17.0,219.818
2011-01-07,193.833,2.583,61.0,41.458,25.0,11.292,11.833,13.583,1.75,,0.0,2.208,84.0,51.167,23.0,205.125
2011-01-08,194.542,2.5,51.0,39.0,28.0,11.208,9.917,11.375,1.458,,0.0,4.125,88.0,51.042,16.0,205.75
2011-01-09,199.875,4.292,77.0,57.583,41.0,19.75,26.667,32.792,6.125,,0.625,16.083,87.0,45.5,10.0,219.625
2011-01-10,203.083,4.958,76.0,60.125,37.0,22.708,37.13,56.652,19.522,,1.292,20.208,94.0,55.75,24.0,225.792
2011-01-11,196.0,3.792,71.0,53.208,32.0,19.833,23.542,35.125,11.583,,0.375,16.375,100.0,52.25,14.0,215.833
2011-01-12,193.458,2.435,54.0,38.958,26.0,11.667,17.875,21.292,3.417,,0.13,3.833,66.0,28.208,-4.0,205.125
2011-01-13,200.045,5.261,75.0,51.083,32.0,25.864,38.739,64.957,26.217,,2.087,16.043,105.0,44.292,-10.0,225.909
2011-01-14,197.708,3.667,61.0,45.458,32.0,15.5,17.417,21.208,3.792,,0.042,5.875,69.0,38.917,11.0,213.208
2011-01-15,203.167,4.458,60.0,48.833,38.0,19.5,22.875,28.208,5.333,,1.125,11.417,63.0,38.292,15.0,222.667
2011-01-16,196.542,3.125,49.0,43.25,39.0,15.708,21.696,24.739,3.043,,0.125,13.833,47.0,41.167,28.0,212.25
2011-01-17,194.708,2.833,75.0,51.167,35.0,13.708,21.208,24.958,3.75,,0.0,11.875,70.0,38.083,9.0,208.417
2011-01-18,203.708,5.13,73.0,57.083,43.0,30.708,41.958,64.125,22.167,,1.435,26.25,84.0,40.542,4.0,234.417
2011-01-19,197.652,3.917,84.0,61.5,53.0,19.739,26.667,37.792,11.125,,0.625,24.042,98.0,56.917,19.0,217.391
2011-01-20,193.739,2.913,98.0,95.708,86.0,14.478,17.826,20.478,2.652,,0.087,15.391,34.0,20.625,10.0,208.217
2011-01-21,193.583,2.792,98.0,94.167,84.0,14.417,16.708,19.042,2.333,,0.0,9.25,32.0,27.958,23.0,208.0
2011-01-22,195.792,3.667,98.0,94.292,83.0,15.458,14.826,25.304,10.478,,0.0,7.0,76.0,45.625,20.0,211.25
2011-01-23,214.208,7.542,98.0,95.042,78.0,32.708,29.0,97.458,68.458,,0.083,13.375,72.0,38.792,3.0,246.917
2011-01-24,196.125,3.478,98.0,86.542,67.0,13.958,23.083,32.292,9.208,,0.565,6.875,28.0,8.792,-7.0,210.083
2011-01-25,201.348,4.917,98.0,71.375,38.0,23.0,30.917,54.667,23.75,,0.375,16.458,80.0,29.042,-9.0,224.348
2011-01-26,198.292,3.458,97.0,58.375,34.0,16.542,20.25,26.0,5.75,,0.333,9.25,52.0,19.542,-13.0,214.833
