date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.0,7.167,84.0,64.583,44.0,20.391,19.292,33.042,13.75,,16.792,89.0,41.042,6.0,214.391
2011-01-02,187.391,4.652,92.0,64.375,43.0,10.652,13.0,21.417,8.417,,9.75,115.0,45.542,-5.0,198.043
2011-01-03,178.826,4.167,62.0,44.542,25.0,5.696,10.0,14.0,4.0,,1.708,109.0,56.5,4.0,184.522
2011-01-04,189.455,6.273,89.0,66.0,47.0,15.091,17.333,37.143,19.81,,9.227,73.0,31.917,-18.0,204.545
2011-01-05,185.13,5.375,75.0,51.042,27.0,15.783,22.25,43.417,21.167,,4.125,95.0,31.125,-23.0,200.913
2011-01-06,189.478,7.792,79.0,56.625,34.0,26.783,36.125,98.333,62.208,,11.875,99.0,39.0,-23.0,216.261
2011-01-07,181.087,4.042,73.0,52.542,29.0,12.87,13.083,20.5,7.417,,4.792,92.0,44.667,1.0,193.957
2011-01-08,180.261,3.87,60.0,47.708,32.0,13.435,9.0,12.125,3.125,,2.875,97.0,48.5,1.0,193.696
2011-01-09,189.957,7.333,83.0,63.667,43.0,31.652,24.625,54.792,30.167,,17.333,91.0,38.667,-10.0,221.609
2011-01-10,188.75,8.545,91.0,63.174,31.0,30.5,36.65,86.45,49.8,,19.818,101.0,42.75,-14.0,219.25
2011-01-11,188.826,6.417,83.0,55.167,28.0,17.609,21.333,67.042,45.708,,16.083,103.0,36.792,-4.0,206.435
2011-01-12,183.652,5.833,62.0,41.042,22.0,19.435,19.208,41.542,22.333,,7.208,68.0,23.667,-17.0,203.087
2011-01-13,189.217,8.875,80.0,53.5,26.0,33.435,36.125,119.0,82.875,,17.083,110.0,38.458,-37.0,222.652
2011-01-14,187.261,5.696,69.0,50.958,31.0,20.13,14.542,28.083,13.542,,9.917,80.0,37.708,-1.0,207.391
2011-01-15,187.087,6.625,75.0,60.0,46.0,18.217,18.833,33.417,14.583,,13.625,61.0,27.792,-17.0,205.304
2011-01-16,181.826,5.125,59.0,52.917,44.0,20.13,18.304,27.522,9.217,,14.875,52.0,34.917,22.0,201.957
2011-01-17,186.522,7.083,70.0,55.0,38.0,31.478,30.542,60.542,30.0,,24.0,74.0,34.417,-2.0,218.0
2011-01-18,198.435,9.958,87.0,65.875,42.0,48.696,42.208,137.667,95.458,,30.5,86.0,25.458,-34.0,247.13
2011-01-19,189.81,6.957,92.0,69.261,42.0,25.857,27.565,83.739,56.174,,22.913,92.0,45.0,-14.0,215.667
2011-01-20,177.87,4.217,98.0,91.667,70.0,7.826,12.625,16.208,3.583,,12.833,31.0,17.583,9.0,185.696
2011-01-21,177.739,4.542,98.0,92.083,81.0,9.913,15.25,20.0,4.75,,5.833,39.0,28.625,16.0,187.652
2011-01-22,182.696,6.25,98.0,86.958,67.0,21.091,16.261,34.522,18.261,,8.083,78.0,47.875,25.0,203.773
2011-01-23,188.652,7.875,99.0,83.958,54.0,26.478,25.083,74.542,49.458,,12.75,80.0,43.167,6.0,215.13
2011-01-24,181.696,5.458,94.0,65.417,36.0,11.348,20.458,35.75,15.292,,6.833,46.0,14.042,-11.0,193.043
2011-01-25,185.0,7.125,92.0,64.583,27.0,21.522,27.667,73.667,46.0,,11.667,91.0,24.708,-23.0,206.522
2011-01-26,188.273,7.318,89.0,58.333,34.0,24.818,25.826,66.522,40.696,,12.522,53.0,10.333,-30.0,213.091
2011-01-27,189.565,7.833,87.0,63.667,37.0,24.348,27.875,90.833,62.958,,15.125,65.0,6.625,-48.0,213.913
2011-01-28,184.522,5.292,89.0,57.417,32.0,16.261,15.0,28.957,13.957,,11.667,58.0,7.292,-31.0,200.783
2011-01-29,180.391,3.958,57.0,38.917,21.0,5.391,8.292,9.708,1.417,,7.0,66.0,21.083,-14.0,185.783
2011-01-30,186.783,6.542,66.0,44.375,31.0,21.478,22.167,52.25,30.083,,11.167,62.0,20.208,-18.0,208.261
2011-01-31,186.435,7.208,80.0,54.583,33.0,19.174,29.0,78.0,49.0,,12.625,91.0,18.042,-42.0,205.609
2011-02-01,185.174,6.696,87.0,60.458,34.0,20.522,26.042,64.583,38.542,,15.292,108.0,26.417,-46.0,205.696
2011-02-02,181.136,5.043,66.0,41.167,22.0,10.773,16.609,29.13,12.522,,6.696,46.0,11.458,-23.0,191.909
2011-02-03,187.0,7.875,77.0,49.167,25.0,22.304,32.217,79.435,47.217,,12.5,67.0,10.208,-48.0,209.304
2011-02-04,187.435,7.208,79.0,51.667,24.0,22.609,30.917,67.333,36.417,,17.292,105.0,31.833,-46.0,210.043
2011-02-05,193.522,8.5,82.0,61.458,35.0,28.609,27.625,55.417,27.792,,20.375,98.0,37.0,-32.0,222.13
2011-02-06,188.913,8.625,99.0,89.333,74.0,29.545,34.375,70.208,35.833,,40.458,46.0,33.292,14.0,218.636
2011-02-07,187.174,8.435,99.0,92.375,72.0,31.87,30.875,70.083,39.208,,31.875,97.0,69.875,41.0,219.043
2011-02-08,180.81,4.955,74.0,49.25,30.0,9.762,15.182,23.182,8.0,,6.652,83.0,51.042,7.0,190.571
2011-02-09,185.783,5.875,75.0,44.25,18.0,19.957,24.565,67.348,42.783,,8.292,76.0,24.917,-32.0,205.739
