date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,89.0,77.5,55.0,8.609,10.043,1.435,,,81.0,39.125,2.0
2011-01-02,91.0,81.167,59.0,3.591,3.773,0.182,,,63.0,35.5,21.0
2011-01-03,85.0,70.583,55.0,5.667,6.125,0.458,,,61.0,36.625,17.0
2011-01-04,92.0,66.833,29.0,3.75,4.0,0.25,,,74.0,28.333,1.0
2011-01-05,91.0,84.125,71.0,7.208,8.125,0.917,,,37.0,15.833,-4.0
2011-01-06,91.0,71.0,50.0,7.833,8.667,0.833,,,84.0,39.042,-6.0
2011-01-07,88.0,82.875,75.0,5.333,5.875,0.542,,,45.0,28.125,17.0
2011-01-08,86.0,76.917,66.0,5.217,6.0,0.783,,,48.0,23.833,-5.0
2011-01-09,84.0,73.542,59.0,10.0,12.0,2.0,,,79.0,41.0,7.0
2011-01-10,89.0,77.792,61.0,13.792,16.583,2.792,,,80.0,43.833,14.0
2011-01-11,92.0,72.625,44.0,13.333,14.625,1.292,,,86.0,40.042,1.0
2011-01-12,89.0,81.667,64.0,11.375,13.625,2.25,,,36.0,9.0,-8.0
2011-01-13,91.0,69.833,48.0,12.208,19.5,7.292,,,84.0,34.958,-9.0
2011-01-14,78.0,69.917,53.0,4.167,4.625,0.458,,,71.0,43.375,29.0
2011-01-15,75.0,64.75,53.0,3.478,3.652,0.174,,,71.0,48.25,27.0
2011-01-16,68.0,58.042,45.0,7.727,8.5,0.773,,,49.0,38.958,28.0
2011-01-17,87.0,64.0,40.0,14.542,18.417,3.875,,,81.0,35.292,-4.0
2011-01-18,86.0,71.667,49.0,18.083,26.333,8.25,,,71.0,20.833,-25.0
2011-01-19,86.0,81.222,76.0,17.917,28.0,10.083,,,32.0,14.444,7.0
2011-01-20,,,,10.783,11.652,0.87,,,,,
2011-01-21,,,,11.917,12.625,0.708,,,,,
2011-01-22,,,,10.0,11.304,1.304,,,,,
2011-01-23,,,,3.864,4.182,0.318,,,,,
2011-01-24,,,,4.083,4.708,0.625,,,,,
2011-01-25,,,,4.625,5.25,0.625,,,,,
2011-01-26,,,,4.208,4.667,0.458,,,,,
2011-01-27,,,,6.042,6.5,0.458,,,,,
2011-01-28,,,,4.75,5.042,0.292,,,,,
2011-01-29,,,,3.583,3.708,0.125,,,,,
2011-01-30,,,,10.818,11.773,0.955,,,,,
2011-01-31,,,,9.042,10.583,1.542,,,,,
2011-02-01,,,,12.333,13.875,1.542,,,,,
2011-02-02,,,,2.958,3.25,0.292,,,,,
2011-02-03,,,,7.167,7.875,0.708,,,,,
2011-02-04,,,,7.042,7.333,0.292,,,,,
2011-02-05,,,,7.652,8.261,0.609,,,,,
2011-02-06,96.0,91.417,88.0,13.636,14.909,1.273,,,59.0,54.583,45.0
2011-02-07,97.0,79.125,57.0,10.792,11.875,1.083,,,96.0,69.083,43.0
2011-02-08,80.0,54.5,37.0,2.667,3.042,0.375,,,53.0,20.5,-10.0
2011-02-09,68.0,54.042,40.0,4.25,4.792,0.542,,,44.0,7.917,-22.0
2011-02-10,65.0,54.667,38.0,4.75,5.208,0.458,,,64.0,27.583,1.0
2011-02-11,85.0,66.542,48.0,3.542,3.708,0.167,,,56.0,27.125,-7.0
2011-02-12,77.0,66.0,54.0,4.696,5.043,0.348,,,48.0,21.833,-4.0
2011-02-13,94.0,82.667,66.0,14.136,15.864,1.727,,,38.0,19.792,6.0
2011-02-14,94.0,92.125,88.0,13.708,15.333,1.625,,,55.0,42.917,28.0
2011-02-15,96.0,80.75,58.0,13.208,17.125,3.917,,,59.0,37.5,20.0
2011-02-16,75.0,56.292,38.0,6.125,6.958,0.833,,,81.0,39.042,17.0
2011-02-17,83.0,58.625,46.0,2.667,2.792,0.125,,,56.0,24.333,-6.0
2011-02-18,93.0,84.958,77.0,3.458,3.708,0.25,,,0.0,-9.5,-21.0
2011-02-19,89.0,79.0,63.0,8.917,10.542,1.625,,,25.0,-4.25,-45.0
2011-02-20,88.0,73.75,53.0,10.136,11.5,1.364,,,61.0,19.0,-18.0
2011-02-21,92.0,81.917,69.0,23.783,31.435,7.652,,,49.0,24.792,-13.0
2011-02-22,96.0,77.917,50.0,19.667,25.542,5.875,,,95.0,63.333,20.0
2011-02-23,97.0,84.917,59.0,10.208,12.583,2.375,,,112.0,85.083,73.0
2011-02-24,79.0,60.792,47.0,5.333,6.792,1.458,,,105.0,71.75,38.0
2011-02-25,87.0,79.75,68.0,10.917,13.083,2.167,,,68.0,55.875,41.0
2011-02-26,89.0,66.792,51.0,3.043,4.348,1.304,,,47.0,31.083,2.0
2011-02-27,85.0,67.792,54.0,3.5,3.591,0.091,,,33.0,9.75,-4.0
2011-02-28,74.0,57.083,40.0,7.5,8.0,0.5,,,63.0,26.208,-22.0
2011-03-01,92.0,79.25,61.0,13.292,15.25,1.958,,,114.0,64.792,14.0
2011-03-02,98.0,89.458,71.0,16.125,18.5,2.375,,,89.0,77.417,67.0
2011-03-03,74.0,58.125,37.0,3.083,3.083,0.0,,,112.0,77.417,48.0
2011-03-04,93.0,82.583,69.0,7.167,7.417,0.25,,,82.0,50.375,12.0
2011-03-05,97.0,94.25,89.0,12.545,13.227,0.682,,,108.0,91.792,82.0
2011-03-06,98.0,89.833,67.0,21.333,29.625,8.292,,,164.0,109.542,79.0
2011-03-07,90.0,66.75,56.0,7.542,7.625,0.083,,,110.0,90.208,56.0
2011-03-08,85.0,67.25,52.0,12.542,14.125,1.583,,,115.0,77.917,38.0
2011-03-09,92.0,83.042,68.0,10.833,11.125,0.292,,,78.0,62.5,54.0
2011-03-10,92.0,66.083,50.0,6.875,7.042,0.167,,,99.0,70.042,48.0
2011-03-11,73.0,56.0,37.0,3.522,3.783,0.261,,,104.0,49.292,10.0
2011-03-12,91.0,73.958,52.0,4.045,4.227,0.182,,,53.0,18.292,2.0
2011-03-13,90.0,72.917,55.0,5.667,5.958,0.292,,,54.0,19.083,2.0
2011-03-14,84.0,69.792,53.0,14.739,17.565,2.826,,,78.0,30.958,-14.0
2011-03-15,88.0,61.75,37.0,10.792,11.542,0.75,,,80.0,43.292,7.0
2011-03-16,79.0,64.0,37.0,11.792,13.125,1.333,,,107.0,59.125,-3.0
2011-03-17,97.0,92.667,80.0,15.5,17.083,1.583,,,104.0,91.917,82.0
2011-03-18,98.0,89.375,73.0,11.708,13.0,1.292,,,111.0,98.208,85.0
2011-03-19,83.0,63.0,46.0,3.227,3.273,0.045,,,87.0,50.167,15.0
2011-03-20,84.0,64.542,38.0,6.958,7.75,0.792,,,119.0,50.5,-9.0
2011-03-21,87.0,58.833,32.0,3.917,4.042,0.125,,,96.0,50.042,15.0
2011-03-22,85.0,68.75,49.0,14.25,16.833,2.583,,,102.0,62.625,1.0
2011-03-23,98.0,91.333,80.0,13.0,13.5,0.5,,,90.0,78.708,65.0
2011-03-24,97.0,78.125,59.0,7.792,8.083,0.292,,,111.0,85.208,48.0
2011-03-25,83.0,64.917,47.0,2.478,2.478,0.0,,,80.0,49.667,33.0
2011-03-26,83.0,65.708,41.0,3.273,3.5,0.227,,,81.0,44.625,15.0
2011-03-27,80.0,65.083,40.0,12.042,13.292,1.25,,,127.0,69.375,17.0
2011-03-28,90.0,65.625,38.0,14.762,17.238,2.476,,,159.0,82.333,28.0
2011-03-29,82.0,52.125,14.0,12.125,13.417,1.292,,,180.0,92.417,29.0
2011-03-30,75.0,58.75,39.0,20.5,26.125,5.625,,,198.0,123.375,47.0
2011-03-31,95.0,76.292,57.0,6.0,6.125,0.125,,,138.0,90.458,34.0
2011-04-01,,,,16.917,19.25,2.333,,,,,
2011-04-02,,,,11.292,12.667,1.375,,,,,
2011-04-03,,,,3.667,3.667,0.0,,,,,
2011-04-04,,,,6.636,7.136,0.5,,,,,
2011-04-05,,,,13.083,14.333,1.25,,,,,
2011-04-06,,,,17.0,18.818,1.818,,,,,
2011-04-07,,,,16.042,17.875,1.833,,,,,
2011-04-08,,,,17.708,19.5,1.792,,,,,
2011-04-09,,,,8.167,8.75,0.583,,,,,
2011-04-10,,,,8.375,8.75,0.375,,,,,
2011-04-11,,,,9.273,9.955,0.682,,,,,
