date,SPM_mean
2011-01-01,20.125
2011-01-02,9.25
2011-01-03,6.458
2011-01-04,17.5
2011-01-05,4.0
2011-01-06,11.25
2011-01-07,6.042
2011-01-08,4.75
2011-01-09,13.042
2011-01-10,14.833
2011-01-11,23.625
2011-01-12,4.792
2011-01-13,14.958
2011-01-14,13.792
2011-01-15,10.167
2011-01-16,13.083
2011-01-17,11.208
2011-01-18,28.542
2011-01-19,29.208
2011-01-20,11.792
2011-01-21,13.917
2011-01-22,11.458
2011-01-23,5.125
2011-01-24,6.125
2011-01-25,8.833
2011-01-26,5.875
2011-01-27,10.217
2011-01-28,15.958
2011-01-29,7.625
2011-01-30,10.0
2011-01-31,3.25
2011-02-01,16.458
2011-02-02,4.875
2011-02-03,8.833
2011-02-04,19.625
2011-02-05,23.708
2011-02-06,31.208
2011-02-07,16.25
2011-02-08,6.917
2011-02-09,8.292
2011-02-10,5.875
2011-02-11,8.042
2011-02-12,6.167
2011-02-13,14.917
2011-02-14,18.5
2011-02-15,20.125
2011-02-16,10.417
2011-02-17,9.208
2011-02-18,6.5
2011-02-19,9.917
2011-02-20,11.0
2011-02-21,18.75
2011-02-22,24.542
2011-02-23,31.875
2011-02-24,33.417
2011-02-25,34.0
2011-02-26,8.833
2011-02-27,11.042
2011-02-28,13.958
2011-03-01,23.75
2011-03-02,31.958
2011-03-03,12.875
2011-03-04,30.417
2011-03-05,13.375
2011-03-06,14.958
2011-03-07,27.625
2011-03-08,29.929
2011-03-12,5.214
2011-03-13,9.417
2011-03-14,14.333
2011-03-15,15.25
2011-03-16,15.292
2011-03-17,20.333
2011-03-18,14.25
2011-03-19,6.5
2011-03-20,4.292
2011-03-21,10.833
2011-03-22,18.167
2011-03-23,22.792
2011-03-24,10.25
2011-03-25,10.958
2011-03-26,11.042
2011-03-27,12.625
2011-03-28,29.167
2011-03-29,20.542
2011-03-30,22.917
2011-03-31,15.542
2011-04-01,17.292
2011-04-02,26.417
2011-04-03,8.708
2011-04-04,7.5
