date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,5.042,97.0,85.083,70.0,,14.458,26.958,12.5,,1.333,18.875,26.0,-23.75,-85.0,
2011-01-02,,2.0,95.0,79.542,68.0,,4.083,4.458,0.375,,1.792,3.375,2.0,-17.625,-57.0,
2011-01-03,,2.167,85.0,78.083,67.0,,8.348,9.783,1.435,,0.783,4.125,-29.0,-56.042,-90.0,
2011-01-04,,3.833,86.0,65.5,39.0,,24.667,45.792,21.125,,0.75,4.167,-9.0,-71.417,-146.0,
2011-01-05,,4.083,97.0,86.75,67.0,,23.917,61.083,37.167,,1.167,6.625,3.0,-46.542,-126.0,
2011-01-06,,5.042,98.0,82.75,57.0,,27.792,70.458,42.667,,1.167,7.083,24.0,-9.292,-52.0,
2011-01-07,,3.417,92.0,77.625,55.0,,22.25,33.458,11.208,,3.375,8.417,-1.0,-37.125,-105.0,
2011-01-08,,4.917,95.0,86.75,65.0,,30.0,65.875,35.875,,2.708,13.583,-9.0,-79.75,-153.0,
2011-01-09,,4.417,89.0,69.667,49.0,,28.833,54.208,25.375,,1.417,10.625,4.0,-45.375,-88.0,
2011-01-10,,5.391,93.0,75.458,39.0,,29.125,71.333,42.208,,1.478,10.542,-13.0,-61.583,-103.0,
2011-01-11,,2.792,87.0,61.167,35.0,,16.792,30.458,13.667,,0.5,3.875,-49.0,-86.833,-125.0,
2011-01-12,,5.958,87.0,73.167,50.0,,32.167,78.333,46.167,,1.083,6.625,-42.0,-97.208,-164.0,
2011-01-13,,4.875,86.0,72.958,43.0,,29.75,71.833,42.083,,1.833,14.208,-17.0,-97.875,-171.0,
2011-01-14,,4.833,84.0,62.458,37.0,,24.333,62.042,37.708,,1.5,8.542,-58.0,-101.042,-153.0,
2011-01-15,,3.458,82.0,67.042,52.0,,21.708,34.375,12.667,,1.042,6.458,-48.0,-91.167,-157.0,
2011-01-16,,6.458,89.0,75.625,33.0,,32.917,89.583,56.667,,0.917,13.833,-24.0,-117.292,-194.0,
2011-01-17,,6.208,87.0,78.708,53.0,,31.609,92.174,60.565,,1.043,15.0,-36.0,-92.125,-147.0,
2011-01-18,,7.417,88.0,72.292,43.0,,34.667,104.625,69.958,,1.458,15.792,-1.0,-73.458,-127.0,
2011-01-19,,5.458,90.0,77.208,48.0,,33.25,80.75,47.5,,4.083,12.958,-10.0,-89.5,-161.0,
2011-01-20,,4.458,88.0,75.875,56.0,,30.208,51.083,20.875,,5.5,12.833,-43.0,-97.917,-150.0,
2011-01-21,,3.0,90.0,79.667,63.0,,19.167,27.417,8.25,,2.875,9.292,-7.0,-56.0,-139.0,
2011-01-22,,2.042,95.0,89.625,85.0,,5.458,5.5,0.042,,1.042,5.75,19.0,4.042,-30.0,
2011-01-23,,2.875,97.0,78.5,56.0,,9.792,10.75,0.958,,1.083,9.833,5.0,-22.417,-66.0,
2011-01-24,,5.696,87.0,68.833,49.0,,28.0,67.87,39.87,,0.957,12.417,-38.0,-84.25,-146.0,
2011-01-25,,5.667,83.0,67.292,39.0,,28.0,88.286,60.286,,1.375,15.042,-34.0,-109.167,-175.0,
2011-01-26,,5.125,83.0,68.792,46.0,,18.292,81.875,63.583,,1.583,13.708,-50.0,-122.792,-201.0,
2011-01-27,,6.5,87.0,71.792,41.0,,18.833,80.083,61.25,,0.75,13.958,-53.0,-130.25,-195.0,
2011-01-28,,4.667,87.0,80.917,54.0,,15.833,65.792,49.958,,1.75,10.25,-55.0,-106.792,-170.0,
2011-01-29,,4.458,92.0,81.208,60.0,,9.75,30.542,20.792,,1.792,17.375,-21.0,-75.0,-145.0,
2011-01-30,,3.458,90.0,72.5,47.0,,12.375,27.708,15.333,,4.625,12.125,-36.0,-73.75,-125.0,
2011-01-31,,5.5,89.0,66.375,40.0,,14.348,55.391,41.043,,2.13,12.167,-25.0,-76.292,-136.0,
2011-02-01,,3.667,89.0,75.417,61.0,,12.0,30.792,18.792,,3.958,10.792,-76.0,-107.875,-172.0,
2011-02-02,,3.625,84.0,65.417,39.0,,7.167,16.958,9.792,,2.5,7.167,-60.0,-97.917,-157.0,
2011-02-03,,6.125,89.0,76.75,49.0,,15.792,72.417,56.625,,0.542,12.875,-36.0,-121.625,-202.0,
2011-02-04,,5.083,84.0,76.208,63.0,,13.458,61.75,48.292,,1.792,11.708,-11.0,-87.292,-171.0,
2011-02-05,,3.167,83.0,67.0,43.0,,9.625,23.167,13.542,,2.292,10.708,1.0,-38.167,-116.0,
2011-02-06,,3.667,92.0,83.458,66.0,,8.917,22.792,13.875,,2.458,12.5,17.0,-0.5,-46.0,
2011-02-07,,4.87,97.0,92.75,82.0,,11.167,28.333,17.167,,2.087,21.583,22.0,4.542,-27.0,
2011-02-08,,2.792,73.0,53.792,37.0,,6.125,9.042,2.917,,1.333,9.667,-20.0,-49.583,-80.0,
2011-02-09,,4.125,75.0,56.75,35.0,,10.083,26.583,16.5,,1.19,8.0,-22.0,-71.833,-124.0,
2011-02-10,,3.375,73.0,62.167,41.0,,8.5,14.417,5.917,,1.0,9.125,-48.0,-76.833,-95.0,
2011-02-11,,3.917,85.0,65.583,38.0,,10.417,30.375,19.958,,0.417,9.917,-31.0,-92.75,-166.0,
2011-02-12,,3.333,85.0,64.417,39.0,,7.792,14.292,6.5,,0.292,6.917,-52.0,-85.083,-140.0,
2011-02-13,,4.625,80.0,60.375,38.0,,13.333,37.0,23.667,,1.083,10.417,-3.0,-61.708,-148.0,
2011-02-14,,5.167,90.0,79.125,67.0,,14.522,44.826,30.304,,4.913,26.696,31.0,-23.833,-106.0,
2011-02-15,,3.333,97.0,72.042,50.0,,6.792,7.375,0.583,,3.333,19.25,11.0,-32.75,-80.0,
2011-02-16,,5.375,82.0,60.875,33.0,,13.208,32.583,19.375,,1.208,11.208,-20.0,-72.625,-149.0,
2011-02-17,,4.625,88.0,69.375,44.0,,14.375,47.583,33.208,,1.292,10.625,-27.0,-100.083,-185.0,
2011-02-18,,3.542,84.0,69.875,47.0,,12.458,23.458,11.0,,2.167,6.833,-50.0,-104.458,-158.0,
2011-02-19,,4.333,89.0,76.167,55.0,,12.708,37.0,24.292,,1.708,9.375,-16.0,-93.625,-181.0,
2011-02-20,,4.083,91.0,66.333,35.0,,13.375,44.333,30.958,,3.25,13.0,12.0,-36.417,-121.0,
2011-02-21,,3.478,87.0,60.958,40.0,,13.739,17.13,3.391,,1.5,14.652,6.0,-44.417,-95.0,
2011-02-22,,6.208,84.0,67.083,40.0,,34.375,88.167,53.792,,1.708,15.333,8.0,-68.458,-155.0,
2011-02-23,,5.083,94.0,83.417,58.0,,21.292,43.583,22.292,,2.875,21.083,15.0,-19.625,-64.0,
2011-02-24,,2.542,90.0,71.0,54.0,,10.708,12.375,1.667,,2.167,7.667,-21.0,-40.75,-87.0,
2011-02-25,,3.25,89.0,82.417,73.0,,23.833,28.833,5.0,,5.833,10.583,-48.0,-76.667,-104.0,
2011-02-26,,2.833,92.0,81.25,70.0,,16.917,21.083,4.167,,2.375,10.5,-11.0,-50.083,-96.0,
2011-02-27,,4.708,88.0,80.2,65.0,,26.25,52.875,26.625,,0.875,9.25,-23.0,-73.333,-139.0,
2011-02-28,,5.708,88.0,71.429,54.0,,33.261,76.348,43.087,,2.043,15.333,-4.0,-79.417,-181.0,
2011-03-01,,3.333,88.0,80.5,70.0,,19.333,22.292,2.958,,2.458,16.167,29.0,0.417,-36.0,
2011-03-02,,3.292,90.0,56.5,42.0,,12.917,15.667,2.75,,1.917,17.208,9.0,-15.833,-66.0,
2011-03-03,,3.167,88.0,70.875,50.0,,13.875,18.375,4.5,,2.25,10.542,-14.0,-55.333,-112.0,
2011-03-04,,3.167,87.0,70.583,52.0,,14.542,19.0,4.458,,0.958,7.917,-28.0,-67.417,-113.0,
2011-03-05,,3.75,92.0,78.208,50.0,,29.583,38.0,8.417,,3.375,14.0,-6.0,-63.542,-138.0,
2011-03-06,,3.435,92.0,77.292,53.0,,20.5,25.75,5.25,,2.652,10.583,59.0,13.792,-27.0,
2011-03-07,,2.792,97.0,81.583,63.0,,13.792,15.292,1.5,,1.833,10.75,57.0,20.958,-7.0,
2011-03-08,,3.333,89.0,75.875,56.0,,20.542,27.875,7.333,,2.042,9.25,31.0,1.875,-20.0,
2011-03-09,,3.583,86.0,68.083,41.0,,20.125,24.958,4.833,,1.542,10.0,23.0,-10.333,-45.0,
2011-03-10,,2.958,81.0,71.708,60.0,,14.833,16.542,1.708,,2.833,11.792,26.0,-3.542,-35.0,
2011-03-11,,2.542,89.0,70.542,51.0,,6.333,6.542,0.208,,1.167,10.417,8.0,-12.875,-35.0,
2011-03-12,,2.958,75.0,61.958,49.0,,11.75,13.042,1.292,,1.792,10.667,6.0,-18.875,-45.0,
2011-03-13,,3.042,84.0,67.25,54.0,,14.087,18.696,4.609,,2.13,8.913,-2.0,-29.5,-75.0,
2011-03-14,,3.458,90.0,76.917,53.0,,17.708,31.333,13.625,,1.333,14.1,16.0,-31.792,-105.0,
