date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2012-01-01,56.0,44.25,29.0,4.833,5.5,0.667,10.417,2.208,13.125,69.0,33.083,2.0
2012-01-02,74.0,58.5,43.0,4.625,5.125,0.5,17.667,3.083,24.542,100.0,58.083,26.0
2012-01-03,91.0,58.625,34.0,1.043,1.261,0.217,5.125,1.783,7.375,48.0,20.125,0.0
2012-01-04,89.0,70.042,54.0,3.25,3.792,0.542,2.625,1.625,5.208,15.0,1.167,-25.0
2012-01-05,88.0,72.917,46.0,10.875,13.0,2.125,5.625,1.542,7.25,31.0,-5.208,-43.0
2012-01-06,86.0,76.917,57.0,13.583,15.792,2.208,12.958,1.417,13.875,42.0,12.667,-30.0
2012-01-07,87.0,75.708,53.0,13.417,16.708,3.292,13.833,1.667,14.417,75.0,37.375,15.0
2012-01-08,91.0,78.042,58.0,15.333,22.708,7.375,15.167,1.667,18.167,75.0,33.458,-1.0
2012-01-09,91.0,69.458,41.0,10.292,15.042,4.75,10.333,1.833,14.458,83.0,36.625,3.0
2012-01-10,90.0,64.5,44.0,5.304,6.043,0.739,4.417,1.826,6.625,53.0,30.167,15.0
2012-01-11,90.0,58.708,38.0,4.409,5.0,0.591,7.87,1.591,9.773,51.0,30.833,6.0
2012-01-12,85.0,70.583,46.0,15.667,20.042,4.375,13.917,1.792,15.417,60.0,23.083,-9.0
2012-01-13,91.0,75.333,54.0,16.75,23.5,6.75,29.917,2.292,30.25,81.0,40.958,-7.0
2012-01-14,91.0,75.75,52.0,4.208,4.583,0.375,8.083,2.167,9.792,69.0,54.25,33.0
2012-01-15,91.0,69.625,50.0,2.667,3.042,0.375,7.667,2.917,11.042,47.0,34.458,27.0
2012-01-16,68.0,50.917,35.0,11.917,14.208,2.292,11.917,2.375,15.917,72.0,48.5,26.0
2012-01-17,88.0,64.833,44.0,4.318,4.864,0.545,10.174,2.5,13.174,53.0,35.083,9.0
2012-01-18,94.0,86.458,77.0,2.25,2.833,0.583,2.474,1.625,5.25,18.0,5.0,-10.0
2012-01-19,82.0,67.25,46.0,8.25,9.792,1.542,12.375,3.042,14.583,62.0,29.5,-13.0
2012-01-20,87.0,63.167,47.0,3.292,3.625,0.333,19.542,3.125,25.333,64.0,45.625,15.0
2012-01-21,91.0,72.833,47.0,11.458,13.292,1.833,13.583,2.208,16.75,71.0,34.917,-7.0
2012-01-22,91.0,79.708,57.0,9.792,10.958,1.167,5.458,1.792,6.333,88.0,61.375,42.0
2012-01-23,85.0,57.25,30.0,5.958,6.792,0.833,4.533,1.905,6.667,81.0,55.917,29.0
2012-01-24,85.0,61.375,35.0,13.727,16.818,3.091,15.846,2.273,13.87,106.0,62.333,22.0
2012-01-25,68.0,48.583,37.0,3.75,4.208,0.458,11.667,2.708,14.25,69.0,38.917,5.0
2012-01-26,94.0,57.417,36.0,2.208,2.792,0.583,6.875,1.875,7.708,38.0,8.583,-7.0
2012-01-27,91.0,77.958,59.0,5.208,5.875,0.667,6.708,1.5,6.667,28.0,5.083,-12.0
2012-01-28,94.0,77.167,58.0,2.667,3.167,0.5,6.167,1.75,8.75,34.0,14.375,-12.0
2012-01-29,85.0,71.625,47.0,10.375,12.333,1.958,12.083,1.917,12.167,60.0,37.583,18.0
2012-01-30,85.0,66.833,54.0,9.955,11.545,1.591,26.043,3.318,27.909,81.0,54.792,32.0
2012-01-31,83.0,61.583,32.0,14.739,17.826,3.087,23.458,2.739,23.875,84.0,38.833,3.0
2012-02-01,87.0,67.375,41.0,15.667,24.125,8.458,19.708,2.333,20.042,107.0,60.625,-9.0
2012-02-02,87.0,78.292,66.0,11.792,13.5,1.708,21.958,1.917,23.542,107.0,91.125,80.0
2012-02-03,62.0,44.833,33.0,3.708,4.208,0.5,14.833,2.125,16.542,80.0,64.167,53.0
2012-02-04,89.0,79.125,53.0,11.375,12.417,1.042,13.375,1.917,14.625,84.0,56.833,38.0
2012-02-05,61.0,48.917,32.0,5.208,5.833,0.625,15.208,2.458,17.083,72.0,53.792,42.0
2012-02-06,90.0,79.458,59.0,12.208,14.5,2.292,9.0,1.875,10.792,75.0,44.375,20.0
