date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,184.522,78.0,62.208,44.0,10.043,11.522,13.304,1.783,,3.208,25.25,104.0,70.083,33.0,194.565
2011-01-02,179.739,70.0,51.083,37.0,4.261,4.0,4.13,0.13,,1.348,13.5,92.0,51.708,17.0,184.0
2011-01-03,183.913,67.0,52.833,36.0,8.217,8.391,9.565,1.174,,4.875,30.333,99.0,59.125,27.0,192.13
2011-01-04,179.739,77.0,56.083,42.0,4.826,6.783,7.478,0.696,,3.25,23.875,59.0,41.625,24.0,184.565
2011-01-05,179.522,85.0,63.208,36.0,11.0,11.136,13.955,2.818,,0.826,21.542,80.0,34.0,-1.0,190.522
2011-01-06,182.435,77.0,60.125,41.0,14.043,16.75,22.042,5.292,,1.708,16.417,92.0,35.5,-13.0,196.478
2011-01-07,180.13,78.0,54.458,37.0,6.261,7.13,8.391,1.261,,0.542,7.375,90.0,53.0,13.0,186.391
2011-01-08,180.87,70.0,53.875,38.0,8.391,7.792,8.875,1.083,,0.875,7.625,93.0,47.875,-1.0,189.261
2011-01-09,185.826,81.0,56.333,32.0,15.391,14.0,16.565,2.565,,4.087,31.0,108.0,69.042,37.0,201.217
2011-01-10,185.565,74.0,56.583,36.0,15.565,16.25,19.667,3.417,,3.75,41.458,102.0,64.875,21.0,201.13
2011-01-11,179.238,70.0,50.333,32.0,7.619,10.045,11.909,1.864,,2.042,23.182,81.0,56.417,16.0,186.857
2011-01-12,181.348,77.0,59.625,32.0,9.435,11.708,14.25,2.542,,1.375,9.625,75.0,36.0,-13.0,190.783
2011-01-13,179.957,71.0,56.167,36.0,10.304,13.957,15.087,1.13,,4.0,26.333,78.0,56.708,27.0,190.261
2011-01-14,183.261,78.0,54.625,36.0,10.217,12.958,15.833,2.875,,2.792,33.875,97.0,53.125,13.0,193.478
2011-01-15,183.348,64.0,52.792,39.0,8.478,8.5,9.458,0.958,,1.542,17.833,84.0,57.208,25.0,191.826
2011-01-16,178.391,75.0,60.375,46.0,3.478,5.417,6.083,0.667,,0.739,11.458,68.0,53.875,39.0,181.87
2011-01-17,177.913,71.0,56.875,40.0,6.043,8.458,9.875,1.417,,0.833,9.833,99.0,58.375,28.0,183.957
